identifier,metric,found_hit,score
P0DJA6,1,YES,111.1
B9JV88,1,YES,126.6
Q0TAA0,1,YES,48.0
Q8Z538,0,YES,11.7
Q7NCR8,1,YES,39.1
A5WAF9,1,YES,343.3
A0RIQ8,1,YES,132.7
A7FJE9,1,YES,11.7
A7I3C8,1,YES,43.2
A6ZLA6,1,YES,30.4
B8J8W8,1,YES,141.3
P0AB98,1,YES,20.6
Q1S053,1,YES,189.2
B2U3Z0,1,YES,58.4
P9WNB8,1,YES,76.5
Q64733,1,YES,191.2
Q7MJ45,1,YES,489.0
B0UWG4,1,YES,38.4
P28249,0,NO,0.0
Q8ZDX9,1,YES,11.4
Q12048,0,YES,12.1
Q9GKQ3,0,NO,0.0
Q9M0R5,1,YES,70.8
Q07DX6,1,YES,156.6
A1RFA1,1,YES,106.9
A1W9V0,0,YES,15.4
O82798,1,YES,53.6
B3GY26,1,YES,109.0
A8FX76,0,NO,0.0
A2BQG2,1,YES,284.1
B0C2W2,1,YES,411.0
Q2J0J8,1,YES,123.2
P39720,1,YES,790.8
B7NT33,0,NO,0.0
Q940J1,1,YES,85.6
A3Q9D7,1,YES,69.4
B8XIA5,1,YES,975.7
Q9HYA4,0,NO,0.0
Q84QC2,1,YES,88.6
Q6FRH2,1,YES,11.5
P53545,1,YES,101.2
B0Z548,1,YES,131.2
Q3IS61,0,NO,0.0
Q6P068,1,YES,176.6
Q9AKF3,1,YES,35.2
C3LQ59,1,YES,801.8
P02277,1,YES,178.9
P13469,1,YES,40.7
P25240,1,YES,22.4
Q8NNV7,1,YES,136.7
Q6CQ13,0,NO,0.0
A0JV26,0,NO,0.0
Q96624,0,YES,15.1
Q3KSU3,1,YES,111.0
B6IVD0,1,YES,16.0
Q2SDJ8,1,YES,93.4
Q3IFT7,1,YES,199.2
B4TQH6,1,YES,44.4
A1RQB6,1,YES,17.8
Q02850,1,YES,17.1
A5E1F1,1,YES,27.5
Q9CPB5,1,YES,196.8
B1KXY1,0,YES,14.3
P51715,1,YES,91.8
Q66KV4,1,YES,173.1
P20498,1,YES,359.8
Q3Z522,1,YES,58.2
Q95AD6,1,YES,701.7
Q4WUE5,1,YES,10.8
Q5ZJT1,1,YES,107.0
Q7MAD5,1,YES,40.8
Q6ZXX3,1,YES,199.9
Q8Y0Y3,1,YES,84.4
Q9UK39,0,YES,84.4
B4T142,1,YES,469.0
Q1E4K5,1,YES,201.0
P18260,1,YES,751.3
P21188,1,YES,100.7
B2J6U2,0,NO,0.0
Q8X229,1,YES,39.2
Q6C044,1,YES,233.1
Q4FPE9,1,YES,145.1
O56862,1,YES,9.2
O10368,0,YES,12.0
B1IE31,1,YES,40.3
Q12NA7,0,YES,13.2
Q8W2F1,1,YES,252.2
Q6PFS7,0,NO,0.0
A7ZK01,1,YES,84.2
P34191,1,YES,95.5
A0SPJ3,1,YES,264.1
Q8CII0,1,YES,250.8
C5WU23,1,YES,535.5
Q65IV4,1,YES,287.3
P14971,0,YES,13.3
P25238,1,YES,192.2
Q5TC04,0,YES,10.3
P40269,1,YES,23.2
P56212,1,YES,171.1
A4VS68,1,YES,12.5
A6VIA5,1,YES,199.5
B1L6M8,1,YES,72.4
Q8LF97,1,YES,75.9
Q88K84,0,YES,13.0
A4STP9,1,YES,20.9
Q9I9R0,0,YES,46.6
Q874N0,0,YES,13.5
A9MZC9,1,YES,653.5
O75964,0,NO,0.0
Q69Z99,0,YES,16.0
B7KGV3,1,YES,25.8
Q96C00,1,YES,175.3
A0QBQ9,1,YES,226.7
A7ZJ95,1,YES,56.7
B5XMF0,1,YES,264.5
Q6BLM0,1,YES,13.8
B8EBS0,1,YES,25.7
Q818D0,1,YES,221.4
Q8G2E1,1,YES,139.0
Q871W6,1,YES,129.0
P38591,1,YES,101.9
A6TK64,0,NO,0.0
B0VRV3,1,YES,265.3
Q0CL24,0,NO,0.0
A4FBX6,1,YES,935.5
P9WPX8,1,YES,219.3
A2RE14,1,YES,52.6
Q6NH92,1,YES,545.9
B3CM71,1,YES,193.6
Q7W7H8,1,YES,11.9
B5YH68,1,YES,142.8
B3DTU8,1,YES,52.9
Q5AUX2,0,NO,0.0
A1A3C3,1,YES,54.5
Q4QH08,1,YES,270.6
Q3YX68,0,NO,0.0
Q1LZ75,1,YES,250.0
Q0SY34,1,YES,48.5
Q92269,1,YES,1701.7
Q9I8S4,1,YES,684.9
A9L5L8,1,YES,26.7
Q9XEF0,1,YES,113.1
Q9SKN6,1,YES,50.8
A4W871,1,YES,61.1
A7FWU6,0,YES,12.3
Q2FYN2,1,YES,107.9
Q9YGT6,1,YES,366.0
B4F7E9,1,YES,1176.0
P31264,1,YES,139.8
Q59752,1,YES,191.2
C1H741,0,NO,0.0
Q944Z9,1,YES,76.6
Q5WB72,0,NO,0.0
Q8AWH1,1,YES,907.8
P05025,1,YES,374.2
Q46791,1,YES,319.8
Q6FFK0,1,YES,709.5
P17483,1,YES,153.0
Q8WUU5,1,YES,17.5
Q9ZLI5,1,YES,396.6
B1IZF8,1,YES,369.3
B1X9K2,1,YES,315.2
Q1AVH5,1,YES,29.8
P50363,1,YES,163.2
B2V158,1,YES,184.1
Q8H506,1,YES,389.2
P38421,1,YES,212.8
Q60HH4,1,YES,824.9
F4IHR4,1,YES,249.3
A6VXI7,1,YES,284.0
P18437,1,YES,61.6
B2I101,1,YES,16.2
Q3JQC6,1,YES,218.5
B2UES0,1,YES,253.7
C8VDI2,1,YES,11.7
Q6C315,1,YES,18.1
Q8FFL9,0,NO,0.0
Q03QY4,1,YES,49.0
P19335,1,YES,141.6
Q8RF47,1,YES,223.7
Q96SQ5,1,YES,1204.7
Q32L68,1,YES,304.7
Q60012,1,YES,312.5
C1F404,1,YES,39.3
Q89WE8,1,YES,143.5
Q0TH86,0,NO,0.0
B4J6M4,1,YES,527.6
Q7H8L9,1,YES,710.8
P13360,1,YES,629.1
B7UJZ2,1,YES,141.4
Q13DP5,1,YES,93.1
Q65R59,1,YES,330.8
A1WYV2,1,YES,163.8
Q04BD3,1,YES,482.5
P49709,1,YES,792.9
A6Q1P1,1,YES,287.6
P0A0C4,1,YES,237.2
O62537,1,YES,1653.9
B5Y8Y9,1,YES,288.9
Q9UY16,1,YES,297.7
A6Q1H1,1,YES,286.1
Q9JT81,1,YES,303.3
B9DVV9,1,YES,10.6
C5B852,1,YES,90.8
Q3Y598,1,YES,282.1
P03047,1,YES,458.1
P14307,1,YES,33.4
Q1JB44,1,YES,53.9
Q93K57,1,YES,96.7
Q54YB7,0,YES,25.0
Q91ZT9,1,YES,179.2
Q8IYI8,1,YES,860.3
O94656,0,NO,0.0
C1EPH2,0,YES,11.8
B5F4U9,1,YES,16.6
O23379,1,YES,384.2
B2TI25,1,YES,122.2
Q8DDH0,1,YES,587.0
P05621,1,YES,165.6
P19220,1,YES,24.0
Q5NFC6,1,YES,163.1
O80831,0,YES,740.4
Q3UTB7,1,YES,82.6
P12986,1,YES,679.3
A6VM24,1,YES,151.6
Q8TC21,1,YES,1045.8
O34403,1,YES,214.5
Q8N9K5,1,YES,1140.7
P48201,1,YES,198.6
Q8CN55,1,YES,343.0
B2VEL2,1,YES,92.6
Q9ZTA1,1,YES,72.9
O88656,1,YES,849.5
Q6PJQ5,1,YES,67.5
Q1I2I5,1,YES,599.7
A2ANX9,1,YES,301.2
B7UVH9,1,YES,154.7
B3LQP5,1,YES,31.5
Q0HSH3,1,YES,21.2
A7MSN3,1,YES,389.8
P84239,1,YES,273.0
Q4ZZY1,1,YES,590.5
Q09YN0,1,YES,158.0
Q4VC44,0,NO,0.0
P38257,0,YES,9.6
P40270,1,YES,23.6
P52028,1,YES,643.0
Q06610,1,YES,279.3
A8LYQ9,0,YES,14.3
Q6NHS8,1,YES,24.2
C5A786,1,YES,60.7
Q91677,1,YES,350.0
B5X2S3,1,YES,1185.2
C6DB04,1,YES,68.5
P29708,1,YES,41.0
Q2MIB2,1,YES,31.9
Q1MRB8,1,YES,721.9
Q60GC1,1,YES,192.1
Q9MU80,1,YES,706.8
P25470,1,YES,188.4
P62614,1,YES,711.0
Q3J713,1,YES,314.8
Q48S56,1,YES,265.0
Q6GCU4,1,YES,141.2
Q24746,0,YES,275.1
A5G9C3,1,YES,51.2
Q6APT2,1,YES,236.1
Q95RW8,1,YES,360.7
Q7VKQ4,1,YES,168.2
Q1R4J8,1,YES,54.0
A7HZC4,1,YES,209.1
Q73P36,1,YES,262.3
Q4FQ34,1,YES,30.1
A4IYJ0,1,YES,68.2
A6SW90,0,NO,0.0
S0DS17,1,YES,86.1
Q8CN92,1,YES,152.8
A1AC51,0,NO,0.0
Q746H2,1,YES,128.1
C0H3Q8,1,YES,28.9
Q5ZT62,1,YES,331.8
Q1BRZ3,1,YES,419.3
Q2FZU2,1,YES,46.8
Q61179,1,YES,611.6
P18733,1,YES,763.5
P70595,1,YES,128.8
O81055,0,YES,123.0
A7MB54,1,YES,91.2
Q9FGC9,1,YES,57.4
Q8BJW7,1,YES,813.5
Q47AB5,1,YES,274.9
B0VNK0,1,YES,24.3
A2BGM5,1,YES,517.2
O62541,1,YES,1720.2
A7KAK4,1,YES,11.3
P81066,1,YES,960.7
P54722,1,YES,64.9
Q5ZLN4,1,YES,726.6
Q48BG5,1,YES,693.6
P14568,0,YES,10.8
Q8Z205,1,YES,391.4
Q83AJ2,1,YES,342.3
A6ZTP2,1,YES,16.4
P0CE53,1,YES,740.5
Q4KC83,1,YES,69.8
P0A6X8,1,YES,91.9
Q6CUD5,1,YES,15.1
Q2RRM4,1,YES,176.9
B5YWV0,1,YES,276.4
A7EM16,1,YES,43.4
Q21Z99,1,YES,488.4
Q4QKK3,0,NO,0.0
B4T1Z9,0,NO,0.0
Q7VU43,1,YES,43.5
Q83C16,1,YES,98.0
C1F548,1,YES,251.3
P67843,0,NO,0.0
Q5KX27,1,YES,144.5
C0Z777,1,YES,12.3
C0Q7R1,1,YES,69.5
Q1S9I9,1,YES,168.9
Q8IEF6,1,YES,23.4
Q5PDE1,1,YES,40.3
Q2IHQ1,0,NO,0.0
Q5QJC0,1,YES,158.5
P80739,1,YES,169.6
P63668,1,YES,17.9
Q18510,1,YES,136.2
Q0BQE6,1,YES,786.4
B6I1P6,0,NO,0.0
Q2J2G1,1,YES,143.4
Q84JK2,1,YES,79.6
P44315,1,YES,10.8
Q13510,1,YES,814.0
P37929,1,YES,54.1
P68529,0,NO,0.0
B0KCE3,1,YES,130.0
B5FNU1,0,YES,12.0
C0SPB8,1,YES,313.6
Q1CLD4,1,YES,695.5
B8HAZ5,1,YES,75.1
Q9W6D8,1,YES,343.0
P22336,1,YES,358.1
Q329S0,1,YES,29.0
P03191,1,YES,113.8
A8ACP4,1,YES,21.7
A0AKJ7,0,NO,0.0
Q1XDP5,1,YES,780.1
P12421,1,YES,415.7
B0Z5D2,1,YES,131.2
A6NGD5,1,YES,821.3
A8A2C6,0,NO,0.0
Q64MA3,1,YES,206.2
P75218,0,NO,0.0
P63207,1,YES,53.2
P90829,1,YES,397.0
B7NMR0,1,YES,56.0
P49093,1,YES,354.4
Q2NT26,1,YES,91.9
P0A6C6,1,YES,97.2
O13658,1,YES,30.4
A1A4L6,1,YES,1004.2
P30313,1,YES,634.4
A1JPB6,1,YES,99.9
P0CT13,1,YES,205.5
Q9FHA7,1,YES,71.0
P24793,1,YES,514.3
Q3SM89,1,YES,86.5
P63614,1,YES,155.8
Q6P856,1,YES,975.8
A1V6M0,1,YES,90.9
Q75KP8,1,YES,211.3
B4TAX3,1,YES,17.2
Q1LTS6,1,YES,288.4
Q8MJS8,0,NO,0.0
A8A0Q4,1,YES,93.5
B2X1U8,1,YES,21.9
Q3B422,1,YES,236.0
Q8IUE6,1,YES,253.9
Q1M2P4,1,YES,50.8
Q80XR2,1,YES,1982.6
P41603,1,YES,127.8
Q7NAM0,0,NO,0.0
Q14592,1,YES,1340.8
Q6FCQ0,1,YES,187.7
Q18A91,1,YES,422.9
Q2KU34,1,YES,601.3
B7LQE3,1,YES,73.3
P27402,0,NO,0.0
Q9C932,1,YES,382.6
O31971,1,YES,27.8
Q8DKS3,1,YES,281.8
Q6VAM4,1,YES,219.9
B7NHG8,0,YES,10.9
P0DJD2,1,YES,171.2
B9L822,1,YES,139.1
Q2RAD9,1,YES,266.9
Q8WXK1,1,YES,340.9
B1LMA4,1,YES,354.4
B8AH02,1,YES,254.8
A1W551,1,YES,41.8
O28440,1,YES,16.9
P61373,1,YES,167.3
A1U7I0,0,YES,14.5
B0CII7,1,YES,19.4
Q6GM74,1,YES,219.5
P69073,1,YES,270.9
B7L543,1,YES,58.2
Q2M2T1,1,YES,255.0
P0A2Y7,1,YES,148.5
B1LWY6,1,YES,161.9
P0DA05,1,YES,676.6
P17744,1,YES,69.7
Q1GKB9,1,YES,363.4
P9WPX4,1,YES,49.6
Q81M32,1,YES,13.2
A6MM22,0,YES,14.9
B7M590,1,YES,582.8
Q9Y7X9,1,YES,217.8
B1ZHL0,1,YES,280.5
P53243,1,YES,208.6
Q9XE33,1,YES,136.6
B7JJD6,1,YES,437.1
B0U6K0,1,YES,260.7
Q8R9F8,1,YES,88.3
Q9LTC7,1,YES,71.8
B0BA79,1,YES,223.0
P08168,1,YES,481.3
P67838,0,NO,0.0
A6VDG0,1,YES,74.1
Q5R629,1,YES,27.8
O31865,1,YES,15.8
Q71LE2,1,YES,266.3
Q48UU6,1,YES,165.7
A2BZ92,1,YES,150.8
C7GL28,1,YES,14.3
B7N582,1,YES,197.0
A0KV84,1,YES,292.0
A5IUP9,0,NO,0.0
Q13DP2,1,YES,798.2
A7U6F3,1,YES,171.5
P24948,0,NO,0.0
P96750,0,NO,0.0
C5D3E0,1,YES,267.7
Q2A1H9,1,YES,61.6
O46260,1,YES,219.2
P18713,1,YES,1031.9
B6I3U4,1,YES,82.5
Q54ED2,1,YES,213.4
Q5E2F9,1,YES,69.6
Q28LB0,1,YES,167.2
B1X9W3,1,YES,54.0
A5E8A7,1,YES,142.1
Q96Y77,1,YES,182.9
Q83BS0,1,YES,15.6
A0JMZ1,1,YES,222.0
P0AAF9,1,YES,221.8
Q9HAW0,1,YES,784.8
P23923,1,YES,637.7
Q01908,1,YES,17.4
Q4PD88,1,YES,201.4
Q54FV1,1,YES,29.6
P15770,1,YES,150.0
C3LKW3,1,YES,134.7
Q8BKX7,1,YES,571.4
P0C2E1,0,YES,13.3
Q15MU0,1,YES,26.5
O30011,1,YES,51.9
B8DRR9,1,YES,283.1
P0CF91,1,YES,22.2
Q1KKZ4,1,YES,119.8
Q9M8Y4,1,YES,57.9
Q9D8Z6,1,YES,34.0
B1YNZ5,1,YES,284.7
P0A9G3,1,YES,414.9
B5E3F7,1,YES,13.4
Q9Y7J4,0,NO,0.0
P56259,1,YES,121.1
Q8K9D0,1,YES,233.9
A7EI75,1,YES,544.1
Q6AXY4,1,YES,1042.5
Q8KLQ0,1,YES,148.1
Q54G11,1,YES,133.1
Q02U58,1,YES,331.5
B6JIM2,1,YES,131.2
C1L1K0,1,YES,182.0
P50430,1,YES,162.1
Q6CNX6,1,YES,551.1
Q63A04,1,YES,182.4
A6UYG0,1,YES,331.0
Q0Q0E4,1,YES,301.4
Q0K6Y5,1,YES,110.9
A9IRC3,1,YES,180.0
Q9PWM6,1,YES,256.7
P31273,1,YES,318.9
P05024,1,YES,371.7
P02283,1,YES,201.5
Q48AD4,1,YES,323.0
Q6NDN9,1,YES,143.1
B1MYC9,1,YES,191.1
Q0BKP9,0,NO,0.0
B6IUP4,1,YES,147.9
P74551,0,NO,0.0
A8ZUM7,1,YES,32.8
A6QHH7,1,YES,151.2
O55208,1,YES,42.5
B0TWS8,1,YES,17.5
A8GCM7,1,YES,16.8
P64281,1,YES,152.7
Q2W027,1,YES,63.3
P55924,1,YES,124.5
O02761,1,YES,420.8
F1Q4S1,1,YES,47.5
A0RL98,1,YES,38.6
Q6Z528,1,YES,183.1
A4YH98,1,YES,214.4
Q9K9D5,1,YES,246.8
Q6BM18,1,YES,12.9
C3LQI3,1,YES,371.8
A8LX89,1,YES,63.2
Q0HUQ0,1,YES,88.6
P09633,1,YES,244.1
P69781,1,YES,43.6
P03832,0,NO,0.0
Q8RQM5,1,YES,210.6
P44757,1,YES,272.3
Q6INV8,1,YES,939.5
Q8KQL2,1,YES,201.8
O68556,1,YES,31.4
A9AJG1,1,YES,39.1
P0CF27,0,YES,14.0
Q9TBI7,0,NO,0.0
Q8C7R7,1,YES,1864.8
C0Q977,1,YES,19.8
A1L2U9,1,YES,463.9
O87890,1,YES,172.8
A1VEQ0,0,NO,0.0
Q6D6J5,1,YES,13.5
Q9W6C8,1,YES,301.8
A0R2X1,1,YES,57.3
Q30XV0,1,YES,20.3
Q58D72,1,YES,80.8
B5FCZ4,1,YES,47.9
C5BP61,0,NO,0.0
Q7WF89,1,YES,12.4
F4JBP3,1,YES,249.7
O87389,1,YES,191.7
O32235,1,YES,22.6
P61214,1,YES,440.4
Q1JMJ1,1,YES,627.2
Q2UNX4,1,YES,39.2
Q6F1D3,1,YES,150.7
B5YH80,1,YES,87.2
A8GTS9,1,YES,48.1
Q49XS2,1,YES,146.6
A7NC07,1,YES,760.9
C0Q8D6,0,NO,0.0
O26896,1,YES,23.8
Q03055,1,YES,35.1
P0A0U3,1,YES,83.6
B7IK29,1,YES,11.7
A6V7V8,1,YES,154.8
P85216,1,YES,15.4
Q980U8,1,YES,254.3
Q9FX68,0,YES,286.1
P34478,1,YES,17.8
Q65DX1,1,YES,48.9
Q7NU39,1,YES,139.0
Q2JD59,1,YES,59.7
O54743,1,YES,352.7
Q5HDG5,1,YES,152.8
Q7NV67,0,NO,0.0
B5FN38,1,YES,51.9
C0ZEV2,1,YES,220.4
Q6CXW3,1,YES,647.2
Q6NVM0,1,YES,58.3
Q827R8,1,YES,187.3
P43876,1,YES,103.9
C6DA85,1,YES,305.0
P54346,1,YES,170.7
Q2N7Y8,1,YES,212.8
B7LVB9,1,YES,283.3
Q54KZ7,1,YES,164.2
B3ELV8,1,YES,260.6
P0CZ84,0,NO,0.0
Q9CB92,1,YES,91.5
B5ELD2,1,YES,125.9
A0AJ38,1,YES,126.2
O74541,1,YES,413.9
B7N3C9,1,YES,18.4
Q8DRI4,1,YES,50.3
Q7A039,1,YES,153.7
Q9SSQ4,0,YES,291.2
Q94981,1,YES,798.8
Q12JA9,1,YES,187.4
P28348,1,YES,112.0
A0KSI2,0,YES,12.1
P02280,1,YES,119.5
A4T8K1,0,NO,0.0
Q7NB78,1,YES,58.5
Q61645,1,YES,92.0
P15308,1,YES,25.8
P0ABS8,0,NO,0.0
Q326H3,0,YES,10.9
Q607B0,1,YES,162.7
A0T0D2,1,YES,694.1
Q8Y241,0,NO,0.0
A4Y7N9,0,NO,0.0
B0VSL8,1,YES,153.9
P17271,1,YES,202.2
Q47N85,1,YES,48.4
O14709,1,YES,996.1
Q3B425,1,YES,16.3
Q6FPT1,0,YES,11.2
B5Z9T2,1,YES,52.1
Q8VZP4,1,YES,53.3
Q5BCU8,1,YES,1221.6
A8XSQ8,1,YES,462.1
O31761,1,YES,63.2
P18737,1,YES,883.6
C5A3L5,1,YES,14.8
Q7PNM6,0,YES,110.1
Q5FRC5,1,YES,764.5
Q9CVB6,1,YES,117.8
A9FGS5,1,YES,34.0
Q9ZCZ7,0,YES,18.1
Q3BJS0,1,YES,91.0
B7KIU0,1,YES,425.1
P87231,1,YES,257.2
Q8TC84,0,YES,231.7
Q51872,1,YES,48.6
Q3MAS1,1,YES,29.0
Q92610,1,YES,77.9
Q01709,0,YES,15.9
Q03330,0,YES,800.0
O23629,1,YES,168.1
P12258,1,YES,39.0
P53749,1,YES,583.7
B7MGG4,1,YES,13.9
P25583,1,YES,16.1
A3NBM6,0,NO,0.0
P82970,1,YES,18.9
Q54V32,1,YES,36.6
Q6MTU9,1,YES,105.3
Q89AD1,1,YES,258.8
Q6ZNH5,1,YES,843.2
Q93084,1,YES,2137.4
Q5REU3,1,YES,264.3
Q1LZF2,1,YES,1440.4
O59773,1,YES,9.6
P31534,1,YES,86.4
Q31721,1,YES,24.4
A1S1K8,1,YES,137.7
A2QPN1,1,YES,202.4
B2K5K9,0,YES,14.9
A2T6Z0,1,YES,78.5
Q30QT1,1,YES,15.2
P70083,1,YES,1699.0
B5EZF2,1,YES,68.2
Q9FXG8,1,YES,282.8
P23444,1,YES,40.9
P02316,1,YES,161.2
B3R8S4,0,NO,0.0
F8RT80,0,NO,0.0
Q1CDT5,1,YES,141.6
Q90690,1,YES,177.6
B4RQS8,1,YES,11.9
A6WUJ5,1,YES,52.0
C9JTQ0,1,YES,124.6
A1L224,1,YES,497.2
P50207,1,YES,246.9
Q6FDQ8,1,YES,411.8
B8F586,1,YES,301.3
Q3Z992,1,YES,147.9
B0KRB0,1,YES,604.9
A3Q1M7,1,YES,67.6
Q4P7J7,1,YES,250.9
P27609,1,YES,200.8
Q978S6,1,YES,151.4
Q9UYR5,1,YES,97.2
Q3TEA8,1,YES,1048.1
P44588,0,NO,0.0
Q3ZZU0,1,YES,69.9
A8AP50,1,YES,20.7
B0TQY4,1,YES,95.3
A0SPJ6,1,YES,271.1
B7LK83,1,YES,20.4
Q74GT9,1,YES,43.4
B0VQ89,1,YES,11.2
O69219,1,YES,202.6
Q84TE6,1,YES,209.1
Q8BIQ8,1,YES,501.5
A5W7F5,1,YES,88.3
Q9UC06,1,YES,1185.4
P40618,1,YES,223.1
P48894,1,YES,99.6
Q9H8U3,1,YES,432.9
A4SDK2,1,YES,138.4
Q8WNZ1,0,NO,0.0
A9R5U1,1,YES,588.2
Q7VJ21,1,YES,686.4
Q7ZZ00,1,YES,251.9
P12978,0,YES,17.7
C3P1F3,1,YES,27.2
Q3Z292,0,NO,0.0
Q5X2Y6,1,YES,332.2
B7J950,1,YES,11.5
P69142,1,YES,228.2
Q96CS4,1,YES,875.8
Q49XY2,1,YES,52.0
Q04996,1,YES,393.5
Q1LTU8,1,YES,10.9
Q05364,1,YES,34.8
P08202,0,YES,10.9
P09066,1,YES,245.1
Q39KC4,1,YES,422.6
Q11J82,1,YES,135.5
Q0VEE6,1,YES,57.9
P25209,1,YES,172.8
Q9BY31,1,YES,2110.6
Q8FHG0,1,YES,102.8
C6D9B8,1,YES,16.3
Q4FLB9,1,YES,128.9
A3M144,1,YES,703.2
A0AKJ8,1,YES,64.9
B9MBA0,1,YES,49.4
Q91685,1,YES,98.4
Q03LH4,1,YES,205.8
Q46104,1,YES,50.1
B9LSZ3,1,YES,159.8
O44662,0,YES,21.2
A7FPD9,1,YES,29.5
P23571,1,YES,626.0
A2QY49,1,YES,199.2
A5FSB6,1,YES,68.3
Q8VZ37,1,YES,168.7
Q1GXN0,1,YES,668.6
B1KKS1,1,YES,296.6
C1FU68,0,YES,12.3
Q136S3,1,YES,117.7
Q5A940,1,YES,202.3
Q3EBM5,1,YES,414.9
Q10116,1,YES,24.2
P57903,1,YES,12.8
Q9U518,1,YES,468.9
P13356,1,YES,652.8
Q5ZRA0,1,YES,11.5
P40914,1,YES,200.2
Q9Z3Q6,1,YES,36.1
Q01238,1,YES,17.2
B3H2P4,0,NO,0.0
P0CL77,1,YES,1573.1
P30192,0,NO,0.0
P49004,1,YES,1023.2
D2HQI1,1,YES,691.0
Q9Z847,1,YES,302.2
Q89LG2,1,YES,271.6
Q96JL9,1,YES,1032.7
A6UVD8,1,YES,103.4
P15375,1,YES,139.9
Q8D3J9,1,YES,15.5
P0C935,1,YES,92.8
P53488,1,YES,886.1
P17481,1,YES,553.9
O08574,1,YES,38.4
C3MRB7,1,YES,251.5
Q8EJF5,0,NO,0.0
P37936,1,YES,30.6
B4FHY0,1,YES,781.4
C0RGK7,1,YES,135.4
P20673,1,YES,52.0
Q9PVQ9,1,YES,240.4
A9W2R3,1,YES,786.5
Q9Z0Z7,1,YES,893.3
A7MS71,1,YES,311.1
Q71XX1,1,YES,83.2
Q4X0B0,1,YES,42.7
Q8ETG9,1,YES,162.0
B5ZA49,1,YES,220.9
P62783,1,YES,195.5
Q3AJT9,1,YES,133.7
P40285,1,YES,142.6
B3LNB2,1,YES,2078.5
Q0C100,1,YES,807.4
O32071,1,YES,52.3
Q5I4F8,1,YES,114.7
Q96IU2,1,YES,41.9
Q8NE65,1,YES,126.5
Q45591,1,YES,94.2
B2IX35,1,YES,117.2
B3QUP6,1,YES,722.2
C7GMR4,1,YES,1209.4
P09089,1,YES,73.6
A1SJD2,1,YES,177.5
Q28772,1,YES,211.0
B1KQ37,1,YES,43.8
P54459,1,YES,50.0
Q494C4,0,NO,0.0
Q07342,1,YES,686.1
P13544,1,YES,66.6
Q9F4K4,1,YES,133.9
Q6DE58,1,YES,30.0
Q10PZ9,1,YES,259.5
C7GVJ8,1,YES,481.8
A4HU70,0,NO,0.0
A3LZS3,1,YES,1081.4
Q6BKT4,1,YES,301.4
Q5XI74,1,YES,36.6
Q6AZF8,1,YES,397.2
A1REY7,1,YES,176.9
P35306,0,NO,0.0
P61295,1,YES,204.1
P09079,1,YES,426.2
Q8PCZ7,1,YES,592.2
Q2I3G9,1,YES,102.5
Q1R4J4,1,YES,20.4
Q9CML8,1,YES,74.1
A5CD08,1,YES,34.7
P16865,1,YES,198.0
Q71H73,1,YES,266.3
A1RJF8,1,YES,461.2
A4XKG4,0,NO,0.0
Q1C8B0,1,YES,11.0
Q8IYX0,1,YES,1192.7
P46897,1,YES,92.5
A5UEY9,0,NO,0.0
O52377,1,YES,12.2
A4J3A3,1,YES,326.7
A7MIB2,1,YES,40.9
A9L2X7,1,YES,466.5
Q9A594,1,YES,41.8
P0ACJ1,1,YES,353.3
Q88V75,1,YES,88.0
Q0I052,1,YES,398.7
Q2HR80,1,YES,16.2
Q43215,1,YES,165.7
P24028,1,YES,25.4
Q2JIF6,1,YES,121.6
A4VJG1,1,YES,356.3
A0ALL3,1,YES,653.6
Q67TP9,1,YES,165.9
P20824,1,YES,22.0
Q12509,1,YES,81.2
Q9Y330,1,YES,366.2
Q6MAK8,1,YES,30.6
B7NLI7,1,YES,141.4
Q31YK3,1,YES,83.9
Q25132,1,YES,353.5
Q44730,0,NO,0.0
A5UKY4,1,YES,24.5
B4RJZ4,1,YES,75.6
Q2IRA6,1,YES,137.8
P10950,1,YES,247.5
Q1JCL6,1,YES,50.2
C1KWM3,1,YES,136.6
B1XF62,0,YES,24.1
Q7T287,1,YES,696.1
P81196,1,YES,196.4
B2K5T4,1,YES,389.7
B5RCK9,1,YES,313.9
B7VMW2,1,YES,124.5
Q8S9Z5,1,YES,152.8
B4T4N4,1,YES,91.9
P24759,1,YES,12.3
P44161,1,YES,14.1
Q9FLC6,1,YES,60.2
Q28PZ5,0,YES,12.1
Q06834,1,YES,28.8
A1AHS4,1,YES,13.9
P56670,1,YES,715.9
Q9C7E9,1,YES,47.8
Q50326,1,YES,26.0
A5IH02,1,YES,786.6
A9BJ15,1,YES,186.4
P0CF41,1,YES,31.3
A5DWF1,1,YES,234.1
P31259,1,YES,76.2
Q8R1D1,1,YES,877.4
Q3ZBN6,0,YES,363.6
Q0SQZ5,1,YES,723.5
P62794,1,YES,197.5
Q9V464,1,YES,223.8
Q3AUR6,1,YES,408.7
B7N5L8,1,YES,183.8
B4SQ92,1,YES,31.1
P73211,0,NO,0.0
Q6BVI8,1,YES,72.5
C0R462,0,YES,75.2
Q116Q9,1,YES,371.2
Q2UD74,1,YES,9.7
O65499,1,YES,65.5
Q5RE52,0,YES,11.4
Q0RDC6,1,YES,77.1
O30508,1,YES,291.0
Q8VYL3,1,YES,388.2
P22877,1,YES,49.2
Q8XCE8,0,YES,12.1
P53397,1,YES,180.1
A2A9I7,1,YES,268.1
B2VL73,1,YES,141.4
B2TUR4,1,YES,82.5
P69543,0,NO,0.0
E7KEM9,1,YES,31.5
