identifier,metric,found_hit,score
A5FVJ0,0,NO,0.0
Q19A40,1,YES,589.3
O47426,0,YES,12.0
Q9Z104,1,YES,76.8
B9LZ84,1,YES,170.9
A2Y007,1,YES,55.2
A3CM09,0,NO,0.0
A5GV77,0,NO,0.0
Q9FMB6,1,YES,39.0
Q3SVJ5,1,YES,98.9
Q01793,1,YES,796.4
Q6L3A1,1,YES,387.8
Q38876,1,YES,233.8
P00826,1,YES,157.6
P05027,1,YES,114.9
A5DEX5,1,YES,472.7
Q9SJN0,1,YES,210.0
Q9W0K4,1,YES,155.2
C7YY76,1,YES,11.8
Q9ET58,1,YES,568.5
A7TEY0,1,YES,428.6
P27112,1,YES,400.5
C1AQ82,1,YES,96.0
P22018,1,YES,15.7
B4JND4,1,YES,186.6
A5VIQ5,0,NO,0.0
A7MR91,1,YES,193.5
G5EFZ3,1,YES,314.3
P98199,1,YES,70.3
A1ALL5,1,YES,422.8
Q9C9X6,1,YES,163.8
Q8W9G8,1,YES,10.2
Q2PQH4,1,YES,155.0
B5Z7J3,0,NO,0.0
Q24TD7,1,YES,141.6
Q9LET0,1,YES,35.2
Q5AR44,1,YES,259.6
Q700E4,1,YES,147.3
Q9UZN0,1,YES,95.4
Q83HY2,1,YES,404.4
Q3T136,1,YES,121.7
Q9N0M2,1,YES,62.4
O14133,1,YES,217.5
A8GTS6,1,YES,150.8
A9A1T2,1,YES,32.4
A7HIW9,0,NO,0.0
Q8IXM2,1,YES,18.6
Q9HEV5,1,YES,106.8
P0CJ65,1,YES,119.6
A8ZNR6,1,YES,170.0
Q56585,1,YES,101.2
Q7XJU1,1,YES,93.5
P32504,0,NO,0.0
P34539,1,YES,41.5
P0CL12,1,YES,238.8
Q6PAX2,1,YES,94.4
Q9LEZ3,1,YES,37.5
Q8L3U3,1,YES,409.9
P01551,1,YES,85.4
P39970,1,YES,192.2
P52660,1,YES,324.2
A4XAW4,1,YES,396.1
Q0UXN8,1,YES,135.4
Q60CR7,1,YES,62.4
Q0C0X3,0,NO,0.0
Q5BKJ4,1,YES,12.0
Q6NTS2,1,YES,12.9
Q93VJ4,0,YES,140.6
Q8GX46,0,YES,193.1
Q8L817,1,YES,265.3
Q8LFD3,1,YES,117.5
L0R819,1,YES,13.2
C0Q2N8,0,NO,0.0
Q2VEH0,1,YES,153.5
Q6FLB8,1,YES,258.0
Q47A95,1,YES,104.9
Q0D158,1,YES,67.4
Q5B2U9,1,YES,83.1
Q8VZ02,0,YES,123.2
Q5FNZ3,1,YES,158.3
P55778,0,NO,0.0
Q9FYE6,1,YES,147.0
Q88UU1,1,YES,388.9
Q9C690,0,YES,54.0
Q9BXY8,0,YES,65.2
E5AW45,0,YES,24.7
Q3JXV8,1,YES,162.2
Q04ZU2,1,YES,49.4
Q9C707,1,YES,85.1
Q748C9,1,YES,87.2
A0AFR1,1,YES,148.6
Q9FWS9,1,YES,240.2
Q12165,0,YES,17.3
P20858,1,YES,164.0
Q9ASX9,1,YES,32.7
Q9PQA5,1,YES,93.4
Q4V8D6,1,YES,260.1
Q9HAP2,1,YES,513.8
Q0CS61,1,YES,248.2
P08215,1,YES,392.6
