identifier,metric,found_hit,score
Q8FL24,1,YES,264.1
Q9JJ93,1,YES,13.1
P30628,1,YES,648.7
Q92985,1,YES,279.2
P26396,1,YES,96.6
Q99335,1,YES,83.9
P36673,1,YES,98.0
P37398,1,YES,320.5
P76369,1,YES,189.6
Q9SZ67,1,YES,623.1
P18471,1,YES,11.5
P36816,1,YES,75.0
P93022,1,YES,714.6
P0ACH3,0,YES,13.2
P28340,1,YES,390.8
P59697,1,YES,66.7
Q03508,0,YES,12.4
Q9C8Z4,0,NO,0.0
P70955,1,YES,90.8
Q58038,1,YES,21.2
P55613,1,YES,13.7
P45367,1,YES,13.7
Q8TD26,1,YES,508.1
Q09389,1,YES,31.9
P53038,1,YES,37.0
P01347,1,YES,173.6
Q9CBW3,1,YES,35.6
P17410,1,YES,51.4
P13483,0,YES,22.7
Q9VNB3,1,YES,34.0
P46887,0,NO,0.0
O66616,0,NO,0.0
Q99941,1,YES,284.7
P57189,0,NO,0.0
Q02645,1,YES,415.1
O67286,1,YES,12.4
Q07892,0,NO,0.0
Q96QU1,1,YES,202.0
P12351,1,YES,33.5
Q9H171,1,YES,16.1
P92540,0,NO,0.0
Q9C0Z1,1,YES,584.1
P33419,0,NO,0.0
O31829,0,NO,0.0
P53858,0,NO,0.0
Q8X1E6,1,YES,296.2
Q09457,1,YES,120.1
P29933,1,YES,28.4
Q43848,1,YES,595.1
P10627,1,YES,107.6
P13320,0,YES,13.2
Q9BVI0,0,YES,586.1
P39143,0,YES,23.7
P0ACU3,1,YES,45.2
Q9WU72,1,YES,74.8
Q7VKY2,1,YES,153.1
Q00059,1,YES,59.4
P09546,0,YES,183.0
P45570,1,YES,13.0
P38096,1,YES,13.5
Q9Z1E4,1,YES,10.3
P39521,1,YES,156.0
P21057,1,YES,22.8
P34648,0,YES,31.0
P0A614,1,YES,158.7
Q10689,0,NO,0.0
P25150,1,YES,42.7
P23336,1,YES,286.3
P22147,1,YES,437.2
Q9CMQ6,0,YES,14.0
P38339,1,YES,147.4
Q8TCZ9,0,NO,0.0
Q03576,1,YES,21.5
Q8EWC5,1,YES,89.0
Q93WU8,1,YES,211.0
Q9I106,1,YES,267.4
P42964,1,YES,30.1
P25287,0,NO,0.0
P47212,1,YES,31.1
Q9Z985,1,YES,631.0
P25302,1,YES,185.5
Q9V8R9,1,YES,529.5
Q09452,1,YES,56.9
O51157,1,YES,135.5
P54587,1,YES,13.7
P27753,0,YES,11.6
Q9Y1B2,1,YES,92.4
O60673,1,YES,153.6
P0A2S7,1,YES,97.8
Q60338,1,YES,105.3
Q7UZM7,0,YES,14.2
P27211,0,YES,12.3
P64327,1,YES,501.8
P19822,1,YES,181.5
Q92JK0,0,YES,56.8
P22876,1,YES,27.9
P76308,0,NO,0.0
P32445,1,YES,42.3
Q9JMT9,1,YES,13.4
O33060,1,YES,26.2
P54987,1,YES,34.3
O83586,0,YES,13.1
Q63505,0,NO,0.0
Q02481,1,YES,12.2
O30477,1,YES,534.2
Q57668,1,YES,23.8
O75717,0,YES,209.4
Q89AH5,1,YES,10.7
Q9JIK1,1,YES,45.4
P75437,1,YES,419.4
Q09358,0,NO,0.0
P21969,0,NO,0.0
P43975,1,YES,14.4
O34162,1,YES,427.3
Q10260,0,NO,0.0
P14565,0,NO,0.0
Q58144,1,YES,37.0
P44158,1,YES,13.3
P70795,0,NO,0.0
O43102,1,YES,13.5
Q8N2W9,1,YES,454.7
P55389,1,YES,148.1
Q09501,1,YES,177.0
Q9U7E0,1,YES,247.6
Q9NQ90,1,YES,742.2
Q8YQL3,1,YES,44.8
Q13761,1,YES,222.0
P38253,1,YES,13.8
Q9Y829,1,YES,261.1
P34289,1,YES,13.7
P09959,1,YES,551.3
P48972,1,YES,464.6
P16909,0,YES,13.0
Q8RA66,1,YES,146.8
P32280,0,NO,0.0
P12551,1,YES,24.5
P13342,0,NO,0.0
P47362,0,NO,0.0
P08979,1,YES,13.9
P54000,1,YES,56.3
Q90867,1,YES,491.7
Q9Z0X2,1,YES,545.5
P03131,1,YES,84.6
P26417,1,YES,16.2
P46118,1,YES,184.1
P22816,1,YES,163.6
P53726,1,YES,12.2
P27204,0,NO,0.0
P0A6X5,0,YES,17.4
P40267,1,YES,69.5
O83550,1,YES,13.1
P17637,0,NO,0.0
Q9Y618,1,YES,214.9
Q57852,0,YES,10.1
P13733,0,YES,11.4
P03690,0,NO,0.0
Q57532,1,YES,936.9
P17150,1,YES,50.8
Q9Z330,1,YES,180.2
P21562,0,YES,10.5
Q01108,1,YES,31.0
P34450,1,YES,48.3
Q9ZDU3,0,NO,0.0
P09806,0,NO,0.0
P32343,1,YES,23.8
P24850,0,NO,0.0
P43634,1,YES,398.9
Q8CGW4,1,YES,85.4
P49790,0,YES,34.3
P77245,1,YES,160.4
P45447,1,YES,223.0
P75961,0,NO,0.0
P19705,1,YES,40.7
Q8NEZ4,0,YES,102.1
P42603,0,NO,0.0
Q9LSE2,1,YES,141.4
Q9ZLC8,1,YES,146.4
P62536,1,YES,78.5
Q47129,1,YES,49.9
P47174,0,NO,0.0
Q02835,1,YES,26.4
Q9BYV9,1,YES,348.8
P49777,1,YES,541.1
Q92GC8,1,YES,15.1
P03009,0,YES,12.9
P13991,0,YES,10.9
P22813,1,YES,256.1
O28251,1,YES,10.4
P43938,0,NO,0.0
Q09303,1,YES,13.8
P0A977,1,YES,54.5
Q96N03,1,YES,117.9
Q9UL49,1,YES,28.5
P36044,1,YES,24.3
Q9P0M6,1,YES,282.6
O32138,1,YES,46.6
P54910,0,YES,16.9
Q14191,1,YES,335.3
Q9P7Q5,0,NO,0.0
Q07152,1,YES,336.9
Q48264,0,YES,12.8
P21657,1,YES,100.3
Q9BV73,0,YES,15.7
Q8GNT2,0,YES,13.2
P03671,0,YES,10.9
Q57240,1,YES,15.0
P80484,0,NO,0.0
Q84173,1,YES,260.2
O93745,1,YES,816.5
P76114,1,YES,62.4
P25060,1,YES,11.5
P46666,0,NO,0.0
Q07750,1,YES,98.2
P0A3J5,1,YES,122.9
Q7VMD6,1,YES,81.2
Q05490,1,YES,12.3
Q87QP4,1,YES,924.6
P32678,1,YES,12.3
Q58553,1,YES,15.4
P47803,1,YES,94.0
P16723,0,NO,0.0
P38698,1,YES,72.5
P53354,1,YES,343.7
P33308,1,YES,16.0
Q97JQ5,1,YES,31.1
O60756,0,YES,15.6
Q9PHE9,1,YES,105.3
P47152,1,YES,12.9
P16790,1,YES,240.1
P33296,1,YES,140.5
Q9JJY4,1,YES,231.3
P11455,1,YES,31.2
P48437,1,YES,335.1
Q02224,1,YES,284.6
P22260,1,YES,221.8
Q9LXX6,1,YES,770.8
P46372,1,YES,109.0
Q9T1P7,0,NO,0.0
P16763,1,YES,14.9
O95239,0,YES,319.8
P79769,1,YES,108.8
O51066,1,YES,193.3
P09391,0,YES,42.6
Q9NX36,0,YES,32.4
Q92966,1,YES,112.1
P44876,1,YES,121.5
Q9EXD1,1,YES,14.6
Q9YER5,0,NO,0.0
O85807,1,YES,164.7
P03010,1,YES,291.5
Q03439,1,YES,173.5
Q9DE13,1,YES,82.9
P09276,1,YES,325.0
P36704,0,YES,11.1
P03552,1,YES,94.0
Q99551,1,YES,143.1
Q04310,1,YES,25.2
P53089,1,YES,18.7
Q8ZBM3,0,NO,0.0
P92521,0,YES,13.9
Q89AY1,1,YES,48.2
Q03034,1,YES,553.9
O80341,1,YES,171.9
P66808,1,YES,86.3
P96708,1,YES,45.8
Q92I62,1,YES,62.8
Q58477,1,YES,267.9
P0ADH4,1,YES,28.5
Q9KPI4,1,YES,36.1
P40458,0,YES,12.5
P14309,0,NO,0.0
Q00166,0,NO,0.0
P33651,1,YES,49.8
O28985,0,NO,0.0
Q09684,1,YES,40.2
Q50782,1,YES,67.1
Q09150,1,YES,146.9
P53736,0,NO,0.0
Q821Z3,1,YES,16.4
P05195,1,YES,128.2
P82979,1,YES,25.6
P41900,1,YES,235.6
P34021,1,YES,783.2
P75970,1,YES,54.0
P34480,1,YES,178.3
O43310,0,YES,10.0
P44192,0,YES,14.4
O66427,0,NO,0.0
Q9UKR8,1,YES,78.5
Q22236,1,YES,182.3
P68592,0,NO,0.0
O28675,0,NO,0.0
P34706,0,NO,0.0
O31797,0,NO,0.0
P16793,0,YES,11.9
P12954,1,YES,260.4
Q05913,1,YES,329.7
Q8WXW3,0,NO,0.0
P39784,1,YES,27.7
P80304,1,YES,14.9
Q10103,0,YES,39.8
Q95XZ0,1,YES,375.8
Q10365,0,YES,14.5
Q10115,1,YES,82.5
Q38740,1,YES,133.3
P03209,1,YES,86.7
P46358,1,YES,56.2
Q02479,1,YES,113.3
Q87L49,1,YES,12.4
P40508,1,YES,11.3
P40985,1,YES,245.3
P38078,0,YES,1316.5
P77504,0,NO,0.0
P64379,1,YES,12.4
O29506,0,NO,0.0
P43161,1,YES,83.7
P20665,1,YES,79.6
Q04671,1,YES,30.0
P17368,1,YES,20.8
P44308,0,NO,0.0
P40820,0,YES,14.0
Q84123,0,NO,0.0
P28813,0,YES,14.6
P52696,1,YES,153.7
Q94131,1,YES,65.0
P07273,1,YES,177.5
O83744,0,YES,14.8
P55378,0,YES,17.5
O51112,0,YES,13.4
O66765,0,NO,0.0
P34160,1,YES,11.9
P68475,0,NO,0.0
P53551,1,YES,171.3
Q9VF30,1,YES,311.0
Q51761,1,YES,439.3
P39529,1,YES,378.7
O83046,1,YES,150.0
Q57935,1,YES,226.0
P13090,1,YES,28.8
Q86US8,1,YES,62.0
P40196,1,YES,23.7
P47062,1,YES,13.5
O14746,0,NO,0.0
P87503,1,YES,286.3
Q89AT6,1,YES,611.9
O57595,0,NO,0.0
Q10875,1,YES,63.7
O07827,1,YES,80.2
P03197,0,YES,53.6
P20564,0,NO,0.0
P77569,1,YES,58.9
Q9M156,1,YES,358.3
P17311,0,NO,0.0
P34206,1,YES,109.0
Q61329,1,YES,68.2
P11020,0,NO,0.0
O74419,1,YES,25.0
P54089,0,NO,0.0
Q7M1E7,1,YES,320.1
Q47005,1,YES,87.0
Q9FIE3,1,YES,458.4
P64462,1,YES,12.7
Q58940,1,YES,21.3
Q58793,1,YES,25.0
Q37374,1,YES,212.2
Q56362,1,YES,21.9
P51237,1,YES,14.6
O43952,0,YES,12.3
Q57734,1,YES,12.9
Q08120,1,YES,42.5
P36089,0,NO,0.0
Q09621,1,YES,120.8
P20184,0,YES,35.7
Q15648,1,YES,22.6
O28575,1,YES,14.6
P52520,1,YES,21.0
O67201,0,YES,12.5
Q09266,0,YES,12.0
Q50723,1,YES,99.4
Q9P2G4,0,NO,0.0
P19807,1,YES,62.0
P22184,1,YES,17.0
P53438,1,YES,210.5
O67771,0,YES,13.1
P37682,1,YES,51.3
P05531,0,YES,136.1
P40798,1,YES,223.5
P22404,1,YES,12.0
P30630,0,YES,262.9
P14064,1,YES,15.2
P54638,1,YES,38.2
O43593,1,YES,85.8
P20020,1,YES,694.9
Q9U3V5,1,YES,298.8
P09181,1,YES,12.5
Q87KD8,1,YES,14.2
P16724,0,YES,10.8
Q9Y6C7,0,NO,0.0
Q9NS93,0,YES,10.2
P22251,1,YES,12.1
Q18726,1,YES,139.0
P30318,1,YES,874.2
P40511,0,NO,0.0
Q52279,0,NO,0.0
Q96KM6,1,YES,380.0
Q96EK4,1,YES,289.4
O94309,1,YES,14.3
P03680,1,YES,292.8
Q9UZ54,1,YES,110.2
O75764,1,YES,292.4
P23801,1,YES,178.2
P39376,1,YES,56.6
P13055,1,YES,861.4
P67438,1,YES,21.5
Q9CPD6,0,NO,0.0
P47558,0,NO,0.0
P33701,0,NO,0.0
Q18685,1,YES,616.7
O43103,1,YES,77.6
P19777,1,YES,37.5
P37711,1,YES,78.0
Q11107,1,YES,54.9
Q12753,1,YES,108.9
P64669,0,NO,0.0
P12401,1,YES,181.5
O67453,0,YES,15.4
P0ACH9,1,YES,55.7
P12249,1,YES,283.2
O49397,1,YES,336.0
Q63630,0,YES,19.2
P27057,0,NO,0.0
P83183,0,NO,0.0
P05846,0,NO,0.0
P04867,0,YES,13.4
P39415,1,YES,12.6
P45207,1,YES,53.5
P19782,0,NO,0.0
P12342,1,YES,28.1
P11831,1,YES,200.2
Q9HB58,1,YES,453.5
O68014,1,YES,206.0
P32259,1,YES,7.4
P04382,1,YES,27.1
Q06481,0,YES,482.3
P32152,1,YES,27.9
Q9Y9V7,1,YES,101.1
P39842,1,YES,82.8
P40284,1,YES,107.0
Q04013,0,YES,62.7
P27526,1,YES,367.6
Q44777,1,YES,129.5
Q57778,0,NO,0.0
P37471,0,YES,15.4
P76575,0,YES,17.0
P03091,0,YES,10.8
Q60329,0,YES,128.4
O60308,1,YES,11.3
P29503,0,YES,268.9
Q49414,1,YES,12.7
P93002,1,YES,517.0
P44152,1,YES,151.5
Q9V2F4,1,YES,31.1
P02989,0,YES,17.6
P75620,0,NO,0.0
Q33568,1,YES,114.1
Q9Z7G4,1,YES,85.7
O32255,1,YES,176.0
Q9Z2P3,1,YES,151.6
P82094,0,NO,0.0
Q06433,0,YES,28.9
Q9PQ53,1,YES,195.6
Q9Y767,1,YES,1034.7
P40287,1,YES,71.2
P15489,0,NO,0.0
O83433,1,YES,140.9
P34273,1,YES,198.1
P93277,0,NO,0.0
Q98EB3,0,NO,0.0
Q9ZDA9,1,YES,17.4
Q01214,0,YES,9.2
P58011,0,NO,0.0
Q44406,1,YES,292.0
P64923,0,YES,15.4
O94903,0,NO,0.0
P03632,1,YES,411.8
O14009,0,NO,0.0
Q24432,1,YES,412.9
P55626,1,YES,142.1
P19720,1,YES,13.4
O83593,0,NO,0.0
P27871,1,YES,188.3
P52701,1,YES,320.9
O28561,0,YES,13.9
Q8LEF3,0,YES,17.2
P11107,1,YES,64.7
P38083,0,NO,0.0
P28859,1,YES,22.7
P18416,1,YES,41.3
P41453,1,YES,285.6
P40988,0,YES,10.4
P13440,0,YES,115.3
P79005,1,YES,20.3
P11065,1,YES,27.4
Q96NJ5,1,YES,357.1
Q9RP67,1,YES,130.4
Q05370,0,NO,0.0
O83792,0,NO,0.0
P17214,1,YES,261.6
P38843,0,NO,0.0
Q9Y6R4,1,YES,211.0
O28160,0,NO,0.0
Q13144,1,YES,304.9
Q9ZPY0,1,YES,159.1
P78527,0,YES,43.5
Q01538,0,YES,113.2
Q9HMP7,0,YES,64.2
P40977,1,YES,385.6
P07261,0,YES,11.3
P26334,0,YES,12.7
P17147,1,YES,13.6
P52667,1,YES,180.9
P16090,1,YES,33.2
P43016,1,YES,161.1
P03763,1,YES,252.7
O70736,1,YES,577.8
P28349,1,YES,134.2
P09932,0,YES,13.5
P49869,1,YES,557.1
P33694,0,NO,0.0
P18494,1,YES,99.7
P27296,1,YES,358.1
Q9MUL6,0,NO,0.0
P08638,1,YES,89.3
O05396,0,YES,13.6
Q01842,1,YES,153.8
Q9NRM2,1,YES,273.7
P52605,1,YES,30.6
Q9V9A8,1,YES,13.0
Q00462,0,NO,0.0
P0AEU9,0,YES,12.6
Q09338,0,NO,0.0
Q58907,1,YES,496.0
P52698,1,YES,120.2
P34494,0,NO,0.0
P64948,1,YES,12.4
O96790,1,YES,117.2
P35168,1,YES,50.1
P35901,1,YES,847.2
P29284,1,YES,61.3
P64789,0,NO,0.0
Q06455,1,YES,60.4
Q57958,0,NO,0.0
Q05223,1,YES,12.5
O83309,0,YES,11.6
P18148,0,YES,12.1
Q8TUS7,0,YES,16.5
Q13029,1,YES,197.6
O86228,1,YES,19.4
O13705,1,YES,69.8
P76501,0,NO,0.0
P40379,0,YES,12.6
P48238,1,YES,13.7
P14301,0,YES,12.0
P20862,0,NO,0.0
P15417,1,YES,14.3
Q64201,1,YES,139.7
Q8KUV2,1,YES,287.6
P23023,1,YES,81.2
P52662,1,YES,125.6
Q7UKZ8,1,YES,238.7
Q00958,0,YES,14.7
Q57682,1,YES,20.1
Q89DB4,0,NO,0.0
O07458,1,YES,43.7
Q9J5B7,1,YES,78.1
Q58478,1,YES,31.8
Q94818,1,YES,11.3
P76049,1,YES,18.5
P08657,1,YES,209.4
Q58352,1,YES,105.9
P14083,1,YES,131.2
Q24185,1,YES,338.7
P74442,1,YES,191.5
P43041,0,NO,0.0
P16756,1,YES,87.6
Q03650,0,NO,0.0
P11675,0,YES,8.1
P50325,1,YES,285.7
P76141,1,YES,105.2
Q46079,0,NO,0.0
Q9BRK5,1,YES,84.5
P32787,0,YES,179.2
P55565,1,YES,21.1
Q99160,1,YES,117.4
P92553,0,NO,0.0
P14715,1,YES,47.8
Q8NXQ5,0,YES,15.8
P09274,1,YES,108.3
P40349,1,YES,178.7
P20543,0,YES,16.1
Q8WUR7,1,YES,14.4
Q834L8,1,YES,198.2
Q9UTG6,1,YES,73.5
Q04636,0,YES,473.8
P05946,1,YES,33.0
P25279,1,YES,16.2
P41672,0,NO,0.0
P80001,1,YES,9.8
Q45130,0,NO,0.0
Q46397,1,YES,61.0
P54245,1,YES,254.2
Q80YR5,1,YES,41.8
Q38796,1,YES,29.8
Q98MD2,1,YES,148.4
Q56201,1,YES,144.0
Q02406,0,YES,14.6
Q43125,0,YES,327.1
P14629,1,YES,133.1
P13232,0,YES,12.4
P43475,0,NO,0.0
P11637,0,YES,64.8
Q9SMV7,1,YES,290.4
P03691,1,YES,14.0
P35823,0,NO,0.0
P13893,0,NO,0.0
Q00121,0,NO,0.0
P46672,0,NO,0.0
P40948,1,YES,64.1
P17533,1,YES,36.0
P28809,1,YES,62.3
Q02441,0,YES,37.0
P53841,0,NO,0.0
Q9XSK8,1,YES,355.1
Q07683,1,YES,43.6
P36109,0,NO,0.0
P42506,1,YES,14.2
P21940,1,YES,248.1
P51707,0,NO,0.0
Q05282,0,NO,0.0
Q09742,0,NO,0.0
P30339,1,YES,63.1
Q9QUG3,1,YES,30.0
O07402,0,YES,16.1
Q08082,0,NO,0.0
Q27368,1,YES,149.4
P47042,1,YES,43.1
Q57584,1,YES,32.4
P49019,1,YES,222.5
P07383,1,YES,59.6
P55109,0,YES,13.1
Q8IN94,1,YES,78.4
P08740,1,YES,55.1
P0ACP3,1,YES,284.6
Q58949,0,YES,12.3
P45312,1,YES,13.3
P33358,1,YES,254.3
P22516,1,YES,806.1
O66398,0,NO,0.0
P23449,0,YES,15.2
Q00136,0,NO,0.0
P21228,1,YES,14.8
P53184,1,YES,107.2
P32797,0,YES,14.7
Q8R9V5,1,YES,164.4
P33785,1,YES,20.6
P96440,1,YES,21.0
Q05128,1,YES,127.2
Q87CU3,1,YES,11.8
P38008,0,NO,0.0
P11420,1,YES,189.4
Q7VRV7,1,YES,185.3
Q46797,0,YES,15.0
Q9H0R1,1,YES,19.2
Q45537,0,YES,17.6
Q13952,1,YES,158.7
P18493,1,YES,819.2
Q98H64,0,NO,0.0
P43139,1,YES,85.5
P29692,1,YES,232.0
Q99KC8,1,YES,40.1
Q05054,0,NO,0.0
P0AFP3,0,YES,67.2
Q01954,1,YES,96.9
P33339,1,YES,328.1
P47734,1,YES,167.0
P36057,1,YES,36.0
Q58737,1,YES,15.4
P41847,1,YES,111.9
Q9RZ89,1,YES,66.4
P06843,1,YES,16.3
P23250,1,YES,22.5
Q9T1W6,0,NO,0.0
Q92522,1,YES,46.6
P35883,1,YES,111.0
P43130,0,YES,47.8
P37246,1,YES,238.3
Q9ZDB2,0,NO,0.0
P45922,1,YES,13.4
P10226,1,YES,106.9
P52684,1,YES,71.5
Q9Y6J8,1,YES,71.6
P93284,1,YES,12.8
Q88QJ8,0,NO,0.0
P03853,0,NO,0.0
P33520,1,YES,346.6
P52044,1,YES,46.1
P06855,0,YES,26.9
P0ACT3,1,YES,128.6
P53216,0,YES,13.9
P33228,1,YES,56.0
P57766,1,YES,81.6
P08452,0,NO,0.0
P0AFN1,1,YES,13.1
Q9N0N3,1,YES,213.8
Q27152,1,YES,153.1
P38582,0,YES,14.3
Q24312,1,YES,337.0
Q58958,1,YES,52.8
P28903,0,YES,19.5
Q00566,1,YES,63.0
O43422,1,YES,47.1
Q62277,1,YES,13.3
Q02614,0,YES,13.4
P06777,1,YES,460.8
P39692,1,YES,180.6
P03603,0,NO,0.0
Q9CCB5,1,YES,35.6
O29749,1,YES,22.3
Q19196,1,YES,298.1
O75362,1,YES,302.8
Q9CN84,0,NO,0.0
Q00184,1,YES,9.7
Q8EWT6,1,YES,83.8
Q9NRY4,0,YES,122.5
Q08794,1,YES,23.1
Q00461,0,NO,0.0
P40962,1,YES,106.0
Q9UHN1,0,YES,97.3
O45291,1,YES,70.7
P77493,1,YES,78.6
Q62414,1,YES,313.4
Q12224,1,YES,130.5
O60281,1,YES,31.7
P06200,1,YES,263.7
O55055,1,YES,302.6
Q15127,1,YES,27.4
Q13571,1,YES,54.6
Q09790,1,YES,129.4
O94697,1,YES,313.2
P06990,1,YES,299.7
P35203,1,YES,11.3
P12274,1,YES,33.7
P25941,1,YES,126.1
P44651,0,NO,0.0
Q8EEN9,1,YES,13.5
P17051,1,YES,433.7
Q9JL35,1,YES,21.4
P24539,1,YES,47.3
Q40255,1,YES,70.7
O28145,0,NO,0.0
P64701,0,NO,0.0
P46330,1,YES,35.4
P14355,0,NO,0.0
Q09228,1,YES,114.9
Q21770,0,YES,144.6
Q8TK90,1,YES,284.3
Q8BUR3,1,YES,316.3
P56621,1,YES,14.3
P69608,0,NO,0.0
Q51485,0,NO,0.0
P41771,1,YES,48.2
P30333,1,YES,310.4
P37551,0,YES,32.4
O10360,1,YES,13.5
O29292,1,YES,14.0
Q02818,1,YES,22.7
Q9BRB3,0,NO,0.0
P34877,1,YES,287.8
P10027,1,YES,8.6
O31178,1,YES,39.0
Q27355,1,YES,68.9
Q8MJA0,1,YES,220.9
P17739,1,YES,12.3
Q09922,1,YES,91.3
Q9JU25,1,YES,35.3
Q10966,0,YES,18.1
P21538,1,YES,462.5
Q00577,1,YES,216.5
P16694,0,YES,18.5
P76165,0,NO,0.0
P50456,1,YES,320.7
Q58955,1,YES,48.6
P03698,0,NO,0.0
O05052,1,YES,159.2
P08392,1,YES,9.6
P51571,0,NO,0.0
P33948,1,YES,190.8
P09547,1,YES,54.0
Q09318,0,NO,0.0
P16804,1,YES,14.0
P49998,1,YES,276.4
Q40392,1,YES,366.4
P82634,0,NO,0.0
Q9URU2,1,YES,444.4
P42377,0,NO,0.0
P54159,1,YES,44.9
Q45620,1,YES,102.9
Q07635,1,YES,68.3
O67910,0,NO,0.0
Q10630,1,YES,101.7
Q58681,0,YES,12.7
Q08360,0,YES,18.7
P15822,1,YES,234.7
Q18211,1,YES,154.9
P52594,0,YES,53.8
P0AF11,0,NO,0.0
Q934T6,1,YES,264.1
Q82GP1,1,YES,25.1
Q9RBS1,0,YES,9.7
P67440,1,YES,36.5
Q08999,1,YES,390.5
P03043,1,YES,12.0
P37459,1,YES,99.3
P61635,1,YES,512.6
P03049,1,YES,29.4
O28150,0,NO,0.0
P47240,1,YES,229.5
P35251,1,YES,677.1
O34827,1,YES,209.9
P10265,0,YES,109.4
P39075,1,YES,65.0
P06733,0,YES,55.5
P0ACQ8,1,YES,120.4
P40971,1,YES,37.8
Q05605,1,YES,94.1
Q27974,1,YES,99.5
P40310,1,YES,56.4
P32788,0,NO,0.0
O22010,1,YES,79.2
Q8TJT3,0,NO,0.0
P11248,0,NO,0.0
Q9RFD3,1,YES,19.2
P56937,1,YES,64.3
P94560,0,NO,0.0
Q9V134,1,YES,275.3
Q96AB6,0,NO,0.0
O73954,1,YES,668.3
P30974,1,YES,334.7
Q24238,1,YES,382.3
P54005,0,NO,0.0
Q11103,0,NO,0.0
P52618,0,YES,14.4
P51721,1,YES,52.9
Q9PJW3,0,YES,14.9
Q03100,1,YES,103.5
Q8R890,1,YES,94.1
Q02122,0,NO,0.0
Q09821,1,YES,14.2
P21340,0,YES,33.7
P28925,0,YES,8.1
P46974,1,YES,248.9
P03127,1,YES,62.5
Q06552,0,NO,0.0
P75405,0,NO,0.0
P07386,0,NO,0.0
Q40152,1,YES,422.2
P04531,0,NO,0.0
Q04304,1,YES,22.8
Q60976,1,YES,190.4
Q86QH9,1,YES,45.5
Q9R9R6,0,NO,0.0
P37195,1,YES,54.1
Q9Y6V0,1,YES,137.5
Q09024,1,YES,86.5
P24718,1,YES,378.3
P21339,1,YES,12.1
O28286,0,YES,12.3
P33244,1,YES,719.4
Q52561,0,YES,55.1
O83131,1,YES,16.8
P56749,1,YES,38.0
P55413,0,NO,0.0
Q12968,1,YES,599.0
O05977,0,NO,0.0
P23689,0,NO,0.0
P29326,1,YES,10.1
P30020,1,YES,289.3
P28817,1,YES,180.0
Q9UKJ3,0,YES,9.5
O63066,1,YES,236.7
P61165,0,NO,0.0
P44554,1,YES,324.8
P12533,0,YES,14.4
P39781,1,YES,14.4
P03211,0,YES,29.8
P52661,1,YES,190.7
P43462,1,YES,62.8
P61109,0,NO,0.0
Q9PJK8,1,YES,47.2
P03754,1,YES,23.3
P64571,1,YES,13.3
Q01292,0,YES,171.6
Q91448,1,YES,15.1
P13837,0,NO,0.0
P87054,0,NO,0.0
P07271,1,YES,501.7
P24482,1,YES,460.1
P64761,1,YES,62.4
P68587,1,YES,12.3
O31454,0,YES,12.3
P50831,1,YES,159.4
O86737,1,YES,147.4
Q9V029,1,YES,54.4
P0AAV2,0,NO,0.0
Q19537,1,YES,229.2
P13310,0,NO,0.0
P25425,1,YES,343.9
P21207,1,YES,22.1
P19893,0,YES,165.8
P47092,0,YES,10.3
P28519,1,YES,166.8
O95825,1,YES,55.4
P10221,1,YES,11.7
P32459,1,YES,13.0
P20710,0,NO,0.0
P42940,1,YES,228.1
P55387,0,YES,20.7
Q99222,0,NO,0.0
Q9VLA2,1,YES,262.7
Q9K6A3,1,YES,13.8
P39255,0,NO,0.0
P30816,1,YES,9.8
O27318,0,NO,0.0
P46117,1,YES,133.8
P15593,1,YES,14.1
Q97JN9,1,YES,24.1
P41890,1,YES,12.7
P19655,1,YES,155.8
P16689,1,YES,28.1
P14107,0,NO,0.0
P40028,0,YES,55.0
P13574,1,YES,370.2
Q9W6S5,0,NO,0.0
Q9P6S0,1,YES,9.3
P67702,1,YES,16.3
Q57776,0,NO,0.0
P48383,1,YES,256.1
P21344,1,YES,15.6
Q9ZJA1,1,YES,256.0
P39983,0,NO,0.0
Q58345,0,NO,0.0
P49330,1,YES,15.8
P58216,1,YES,10.2
O94160,1,YES,443.3
O06719,0,NO,0.0
Q50418,1,YES,14.3
Q05294,0,NO,0.0
Q8TWK3,1,YES,154.9
O33817,1,YES,43.2
P75542,1,YES,44.9
Q8NFZ0,1,YES,146.2
P46908,1,YES,79.8
P0ACH0,0,NO,0.0
Q9LXB4,1,YES,40.3
Q58184,1,YES,29.2
Q00265,1,YES,375.0
Q9ZD50,1,YES,52.0
Q86B79,0,YES,503.3
Q09282,0,NO,0.0
P34444,0,YES,12.4
O64235,1,YES,132.6
O32272,1,YES,61.7
Q60386,1,YES,64.8
P06400,1,YES,173.6
P52659,1,YES,66.7
Q9P144,0,NO,0.0
P32807,1,YES,580.2
Q06163,0,NO,0.0
Q45119,1,YES,87.3
P55733,1,YES,146.4
O06987,1,YES,135.4
P10427,1,YES,27.6
P69620,1,YES,14.0
P40762,1,YES,111.6
Q98PK2,1,YES,143.5
Q32065,1,YES,41.1
Q9BWW4,0,YES,55.4
P39045,1,YES,363.5
P49125,1,YES,10.1
Q9V6G5,1,YES,259.3
Q60324,0,NO,0.0
P89029,0,NO,0.0
Q7WY67,0,NO,0.0
P0A599,1,YES,55.3
O34887,0,NO,0.0
P36417,1,YES,34.4
Q58495,1,YES,345.9
P16683,1,YES,29.2
P68676,1,YES,35.2
Q60611,1,YES,40.4
P37549,0,YES,17.0
P46068,1,YES,145.6
P18811,1,YES,116.8
Q05627,0,YES,14.4
P55265,1,YES,44.6
P37746,0,YES,11.0
