identifier,cluster
4I99C,2632
4I99A,2632
4ICGC,2633
4IDUA,2634
4JLXA,2635
E1BGN7,2635
I3LM39,2635
Q8C6L5,2635
Q8N884,2635
4JOIC,2636
4JOIA,2636
4JOLA,2637
4JQFA,2638
4LC2A,2639
2LV4A,2640
2LV9A,2641
2LVFA,2642
2LXUA,2643
2LY4B,2644
2LYVA,2645
P04256,2645
2LZEA,2646
2M0YA,2647
2YMVA,2648
2YNQA,2649
2YO3A,2650
3J21P,2651
3J21R,2652
3J21a,2653
3J20A,2653
3J21k,2654
3J21l,2655
3J27A,2656
3VYSC,2657
3VYWA,2658
3W1SC,2659
3ZDWA,2660
4AXNA,2661
4AXQA,2662
4AY9B,2663
P01225,2663
Q60687,2663
4AYFB,2664
4AZ1A,2665
4B0EA,2666
4B29A,2667
4B6AM,2668
4B9JA,2669
4B9KC,2670
P83940,2670
4BBKA,2671
4FJ6A,2672
4FL4C,2673
4FLTA,2674
Q7SIG7,2674
P61875,2674
P0CL76,2674
P56689,2674
Q9HH06,2674
P0CL77,2674
Q56366,2674
4FM4B,2675
P38920,2676
P38953,2677
P38960,2678
P39001,2679
P39015,2680
P39394,2681
A1AJL8,2681
B1IS82,2681
B4TGA3,2681
B5Z4N0,2681
B7NVB3,2681
B7UQX7,2681
C0Q7I4,2681
Q0SX77,2681
Q0T8W8,2681
Q57G77,2681
Q8Z0W8,2681
P39521,2682
P39572,2683
P39678,2684
P39792,2685
P39875,2686
P39900,2687
Q63341,2687
P34960,2687
P39943,2688
P39956,2689
P39964,2690
P39985,2691
P40028,2692
P40059,2693
P40068,2694
P40090,2695
P40096,2696
P40193,2697
P40356,2698
P40384,2699
P40466,2700
P40535,2701
P40573,2702
P40685,2703
P40791,2704
P40847,2705
P40917,2706
P40923,2707
P40969,2708
P40992,2709
P41046,2710
P41073,2711
P41151,2712
Q40152,2712
P41153,2712
Q9LQM7,2712
Q84T61,2712
P41159,2713
P41160,2713
P50596,2713
Q28504,2713
Q29406,2713
Q9N2C1,2713
P50595,2713
Q9TU09,2713
Q257X2,2713
Q5J732,2713
O02720,2713
Q95189,2713
Q9XSW9,2713
Q706D0,2713
O42164,2713
Q706D1,2713
O02750,2713
Q28603,2713
P41163,2714
O00321,2714
P41164,2715
P50549,2715
Q2KIC2,2715
P43268,2715
P28322,2715
Q9CXC9,2715
P41161,2715
Q9PUQ1,2715
P41182,2716
P41183,2716
Q5ZM39,2716
P41389,2717
P29496,2717
P41412,2718
P41546,2719
P41696,2720
P41813,2721
P41828,2722
P41829,2723
P41830,2724
P41846,2725
P41877,2726
Q7WY72,2727
Q7X9A8,2728
Q7X9N2,2729
Q7X9H9,2729
Q7XD82,2730
Q7XHI5,2731
Q8S3D1,2731
Q7XHI9,2732
Q84WK0,2732
Q7XJK5,2733
Q7XJK6,2733
Q7XJM8,2734
Q7XKS9,2735
A2XS50,2735
B8ASH8,2735
Q7XS69,2735
Q7XSS9,2736
Q7XTV3,2737
Q7Y0V7,2738
Q9M2E8,2738
Q0WV12,2738
Q7Y0V9,2738
Q6EPF0,2738
Q7Y0W3,2739
Q7Y0W5,2739
Q7Y2D9,2740
Q7ZVR6,2741
Q7ZW41,2742
P62487,2742
Q54P04,2742
Q7ZWZ4,2743
B2RXF5,2743
B1WBS3,2743
Q811H0,2743
Q0IJ29,2743
Q99592,2743
Q9JKY3,2743
Q9WUK6,2743
A0JN76,2743
Q801P1,2743
Q6NRM8,2743
Q1L8W0,2743
Q800L6,2744
Q9H2H0,2744
Q0VFP6,2744
Q803U7,2745
Q9UQ84,2745
Q9QZ11,2745
Q9W6K2,2745
Q80909,2746
P50761,2746
P50760,2746
P36729,2746
P50762,2746
O40619,2746
P36721,2746
P50758,2746
P50759,2746
P50808,2746
Q02048,2746
Q02049,2746
P06420,2746
P06920,2746
P22419,2746
P26542,2746
Q02512,2746
Q05134,2746
Q05111,2746
Q05135,2746
Q80902,2746
Q80910,2747
P50768,2747
P50769,2747
P36780,2747
Q80903,2747
P36784,2747
P36785,2747
P36795,2747
Q99219,2748
Q12173,2748
Q99551,2749
B9EJ57,2749
Q8CHZ9,2749
Q5R9U8,2749
Q9EPI8,2749
Q99598,2750
Q9JHB5,2750
Q9QZE7,2750
Q4R599,2750
Q99608,2751
P25233,2751
Q99612,2752
O08584,2752
O35819,2752
Q99JB0,2752
O75840,2752
Q99687,2753
P97368,2753
A6NDR6,2753
A8K0S8,2753
Q5U4X3,2753
Q6DIF3,2753
Q7ZY13,2753
O00470,2753
P79937,2753
Q60954,2753
O46339,2753
P97367,2753
O14770,2753
Q99708,2754
Q80YR6,2754
B1WC58,2754
A6QNQ6,2754
Q99801,2755
P97436,2755
Q99816,2756
Q6IRE4,2756
Q61187,2756
Q99J87,2757
Q96C10,2757
Q99KE8,2758
Q9NTW7,2758
Q99LI5,2759
Q9Y2X9,2759
Q99MT2,2760
O15457,2760
Q99MY0,2761
Q6AXY9,2761
Q99P21,2762
Q8R5G2,2762
Q9UIF7,2762
Q99PV5,2763
O35779,2763
Q9C0J9,2763
Q9ASP6,2764
Q9ASQ2,2765
Q9ASZ1,2766
Q8VYD2,2766
Q9ATB4,2767
Q75LL6,2767
Q9BQ70,2768
Q8R3L2,2768
Q9BQA1,2769
Q99J09,2769
Q4QR85,2769
Q5E9I7,2769
Q5RBZ2,2769
4G56B,2769
Q9BRQ8,2770
A5PJM4,2770
Q8BUE4,2770
Q9BRR0,2771
Q969J2,2771
Q91VW9,2771
Q9BS34,2772
E9QAG8,2772
Q15973,2772
Q8IZC7,2772
Q96BR6,2772
Q9BT81,2773
P40646,2773
Q28GD5,2773
O42342,2773
Q9BTL4,2774
Q9BTP6,2775
Q96IU2,2775
Q9BU19,2776
Q3U381,2776
A0JNJ4,2776
F6WEQ6,2776
Q3A2F7,2777
Q3A4F1,2778
A0LG76,2778
A7HC64,2778
B4UCY7,2778
B8JA66,2778
Q2IIJ3,2778
B5EA63,2778
C6DZZ3,2778
A5G447,2778
A1AMW9,2778
B3E6P2,2778
P61667,2778
Q39VR6,2778
Q1D5J6,2778
Q2LUL3,2778
Q6AQ04,2778
Q3A504,2779
Q3A8M6,2780
Q3A8P5,2781
Q3A8S2,2782
A1AKR3,2782
A5G9K4,2782
B3E1K3,2782
B9LZ13,2782
C6E8Y9,2782
A7NFA0,2782
A5UTH3,2782
A9AUX0,2782
Q1DAZ9,2782
Q2JGD6,2782
Q67TJ3,2782
B8CZX0,2782
C1F111,2782
Q1IQ76,2782
Q022F6,2782
Q0B0W3,2782
Q39Q42,2782
B5E9A4,2782
Q74GZ7,2782
A4J0J1,2782
A5D6B3,2782
B0TB20,2782
Q18CA2,2782
Q8RDI4,2782
B1I162,2782
Q3A7K8,2782
Q3ARC4,2782
B3QMU8,2782
B4S790,2782
B4SGN7,2782
Q72I96,2782
Q5SHY0,2782
B1MVT6,2782
Q03ZG8,2782
Q04E51,2782
P0A454,2782
A2RI71,2782
A3CLS2,2782
A4VW30,2782
A8AY67,2782
B1I734,2782
B8ZM67,2782
P96053,2782
Q031X9,2782
Q03LJ7,2782
Q3K1U0,2782
Q830L4,2782
Q8DV99,2782
Q9CIL6,2782
Q9KGM3,2782
A0AM39,2782
A0R899,2782
A2RDV9,2782
A4IJA1,2782
A5IQ32,2782
A6QED4,2782
A7GJT7,2782
A7WYM0,2782
A7Z0E4,2782
A8FAE6,2782
A9VN38,2782
B1YGD0,2782
B4U1Z1,2782
B5XM64,2782
B7GFF3,2782
B8DAT9,2782
B9DLF7,2782
B9DUS1,2782
B9E8X2,2782
C0M8S3,2782
C3LIZ7,2782
C5D347,2782
P24277,2782
Q38YT8,2782
Q49UY9,2782
Q4L3D6,2782
Q5HRS7,2782
Q5L3X4,2782
Q65PJ9,2782
Q6GJJ3,2782
Q8EU58,2782
Q927D9,2782
A5VIC4,2782
B2GAD9,2782
C4KZX2,2782
Q03E59,2782
Q03SS5,2782
Q1WSU5,2782
Q5WLZ3,2782
Q88YP8,2782
A8YTF7,2782
B3W9Z0,2782
Q045U7,2782
Q048W6,2782
Q5FM04,2782
Q74KZ9,2782
B3DUB4,2782
A0ZZN6,2782
B7GT67,2782
Q83MQ8,2782
Q83N83,2782
P74533,2782
B0C882,2782
B7K2B2,2782
B7KEM9,2782
B8HXF0,2782
Q31NH0,2782
Q3MAW5,2782
Q7NFM5,2782
Q8DGV8,2782
Q8YMF7,2782
A5GS45,2782
A2BRS6,2782
A2BX84,2782
A2C8B2,2782
A3PDK2,2782
A5GLY6,2782
A8G5G7,2782
Q0IBC2,2782
Q31AC8,2782
Q3AJ44,2782
Q3AX77,2782
Q7U7Q3,2782
Q7V0Z7,2782
Q7V6R9,2782
A3DHB7,2782
A4XJV1,2782
A6TXC7,2782
A7HGU3,2782
A8MKQ1,2782
B0K101,2782
B0K800,2782
B8I551,2782
Q2IFP4,2782
Q2RMH0,2782
C0ZHA2,2782
Q251Z0,2782
B8FY16,2782
Q2JUS3,2782
Q2JH53,2782
B2A302,2782
B3EQT3,2782
B3QYJ4,2782
C1D0V5,2782
Q1IY76,2782
Q9ZNA2,2782
Q3B3D7,2782
A4SEY8,2782
B3EIC5,2782
A1BFN2,2782
Q8KE84,2782
Q3ABX9,2783
Q3ACA5,2784
Q3ACA6,2785
Q3AF11,2786
A5D3X8,2786
A4J7F6,2786
B1I6D9,2786
Q3AFD7,2787
Q3AFE5,2788
Q3AML2,2789
Q7V559,2789
Q7U4L8,2789
Q3AZJ0,2790
A2BT05,2790
A2BYF5,2790
A2C4H7,2790
A3PER9,2790
A5GNA0,2790
A9BCB8,2790
Q0I7V6,2790
Q318W1,2790
Q3AHN5,2790
Q7U8T6,2790
Q7V054,2790
Q7V5U8,2790
Q7VA81,2790
Q3B6Y7,2791
A4SC23,2791
Q3B8D4,2792
Q8C6D4,2792
Q7L4P6,2792
Q3E703,2793
Q3EA33,2794
Q3EAS6,2795
Q3IDE8,2796
Q3IGV1,2797
Q485E3,2797
Q3IM07,2798
B9LWA7,2798
C7P544,2798
Q3IPX9,2799
Q7UJB1,2799
P77967,2799
Q7NMD1,2799
Q3ITA0,2800
Q5UY89,2800
Q18E52,2800
B0R7R3,2800
B9LUM9,2800
Q46L68,2801
A2C1Y5,2801
Q47036,2802
P56979,2802
Q47163,2803
P10484,2803
Q47269,2804
Q47274,2805
P68922,2805
O48429,2805
Q47282,2806
Q47588,2807
Q47718,2808
Q47Z18,2809
A0KVM4,2809
A1RKL4,2809
A3D5P1,2809
A3QDZ3,2809
A4Y5Y2,2809
A6WPJ5,2809
A8FW40,2809
A8H3Y9,2809
A9L582,2809
B0TIW9,2809
B8CPE7,2809
Q07ZS6,2809
Q0HJZ1,2809
Q0HW92,2809
Q12PA3,2809
Q8EFV4,2809
Q15T23,2809
Q3IIM0,2809
Q5R0A6,2809
P0A8G0,2809
A1AC65,2809
A7MJG4,2809
A8AFB5,2809
A9MU69,2809
B1IZZ1,2809
B1LQU4,2809
B2TXF7,2809
B2VIA0,2809
B4EXV4,2809
B4SW54,2809
B4T842,2809
B4TYW7,2809
B5BGC1,2809
B5F2U1,2809
B5FRY5,2809
B5R110,2809
B5R896,2809
B5XPW9,2809
B7LPF5,2809
B7MCH0,2809
C0Q2A7,2809
C5BH21,2809
O66041,2809
Q1RAM7,2809
Q32HE0,2809
Q6D363,2809
Q8Z5T3,2809
A5UB83,2809
P57882,2809
A6VQ29,2809
B0UT80,2809
P44489,2809
Q0I2X4,2809
Q4QPI7,2809
Q65U16,2809
Q8ZF52,2809
A1JLV6,2809
A8GCW2,2809
Q2NTS9,2809
Q66BN5,2809
Q7N5C7,2809
B3H0B9,2809
A3MYZ9,2809
B0BT25,2809
Q7VKR0,2809
Q5E4C5,2809
B6EI86,2809
A5F1X2,2809
Q6LQ03,2809
Q7MM39,2809
Q87NC4,2809
Q8D8C7,2809
Q48514,2810
Q48544,2811
Q48733,2812
Q04A03,2812
Q48A24,2813
Q48AS5,2814
Q48GB5,2815
Q4ZQQ7,2815
Q885A6,2815
P00816,2815
P58704,2815
A0AXK2,2815
A1V0I2,2815
A3NZD0,2815
A4JRR6,2815
A6V6B1,2815
A7ZI88,2815
A7ZWY8,2815
A8GBZ7,2815
B1J0T9,2815
B1JA05,2815
B1ME90,2815
B1Z5U9,2815
B4EJC2,2815
B7VA51,2815
Q02LK0,2815
Q1I7P9,2815
Q2SZA4,2815
Q391E0,2815
Q4KGL6,2815
Q7NA33,2815
Q7NWU9,2815
Q491W4,2816
Q47UB2,2816
P0A800,2816
A0KR23,2816
A0L1W0,2816
A1JHV7,2816
A1RPI1,2816
A1S270,2816
A1T0P2,2816
A3CZH4,2816
A3QIR6,2816
A4W500,2816
A5F4S8,2816
A8FQ25,2816
A8GLH0,2816
A9R664,2816
B0TPU5,2816
B1KLV2,2816
B2VL59,2816
B4S2X2,2816
B5FFD6,2816
B6EPJ3,2816
B7VHI0,2816
B8CHM9,2816
C4L810,2816
C6DJC5,2816
Q088T8,2816
Q12IL7,2816
Q15Z09,2816
Q1Q972,2816
Q2NQS8,2816
Q3IJH7,2816
Q6DB61,2816
Q6LVP6,2816
Q7MPX0,2816
Q7WZE4,2816
Q83PM8,2816
Q87TB0,2816
Q8D2E9,2816
B8F5Q2,2816
A4TSE7,2816
A5UBD9,2816
A6VN44,2816
B0URZ0,2816
B4EZA3,2816
C4K473,2816
C5B9B3,2816
P43740,2816
Q1LTY2,2816
Q65RR6,2816
Q7N9P3,2816
Q9CMB2,2816
C5BLF6,2816
A3M9H4,2816
Q21EC8,2816
Q6F7G9,2816
Q3JBT2,2816
A1WVN4,2816
Q5QYI0,2816
B0BSZ8,2816
A3N3C2,2816
B3GZ78,2816
Q7VKI2,2816
A9M1N1,2816
A1KV69,2816
Q49400,2817
Q50290,2817
Q49406,2818
P75403,2818
Q49426,2819
P75241,2819
Q49890,2820
P9WF33,2820
Q8NQL5,2820
Q7ZAN4,2820
Q499M4,2821
B1WC39,2821
Q53EQ6,2821
G3MY25,2821
Q9DAZ9,2822
Q96K21,2822
Q66GQ5,2823
Q0WW17,2823
Q9FXG3,2823
Q8L7C8,2823
Q495W5,2824
Q20300,2825
Q8TB45,2826
Q570Y9,2826
Q9JJ05,2827
Q9JJ06,2827
Q9NS00,2827
P25102,2828
P97292,2828
P25021,2828
P17124,2828
A1B2F3,2829
Q5ZV75,2830
Q9VZW5,2831
Q6PB75,2832
Q5XG87,2832
Q5ATH9,2833
P04234,2834
P04235,2834
Q6TFL4,2835
Q12045,2836
P77567,2837
Q03898,2838
B6ZK72,2839
P0AC30,2840
Q9VJD3,2841
Q47098,2842
P76469,2842
P51577,2843
Q5E9U1,2843
Q99571,2843
Q9JJX6,2843
Q93086,2843
P51578,2843
P51576,2843
P51575,2843
P47824,2843
P23900,2844
P64602,2845
Q8N357,2846
Q9NR81,2847
Q9Z206,2847
Q7Z628,2847
A1A4K5,2848
Q64610,2848
Q9R1E6,2848
Q13822,2848
Q54WT8,2849
O75920,2850
D0NPN8,2851
E2DWQ7,2851
Q12432,2852
Q6NYC8,2853
Q9H871,2854
Q96G75,2854
Q9GYI4,2855
P47897,2856
Q8TEC5,2857
Q8BZT2,2857
Q498M5,2857
Q3B8P0,2858
Q5XJY4,2858
Q9H300,2858
P46139,2859
P38285,2860
Q17800,2861
P00898,2862
P09785,2862
Q09566,2863
Q9ZUF4,2864
F4J0D2,2864
Q9SRH7,2864
Q9LFP7,2864
Q8H186,2864
O48814,2864
Q06548,2864
P46573,2864
P27450,2864
Q9SII6,2864
Q9SF86,2864
Q9LZF8,2864
O49840,2864
O49839,2864
B3H5A9,2865
Q59VX8,2866
O89100,2867
O75791,2867
O06543,2868
Q10113,2869
P40795,2870
O43837,2871
P51553,2871
Q9Y345,2872
Q761V0,2872
P58295,2872
Q9JMA9,2872
Q9UN76,2872
P28572,2872
P28571,2872
Q99884,2872
P28573,2872
Q9WTS2,2873
P79282,2873
Q6EV77,2873
Q6EV76,2873
Q24157,2874
Q5BPF3,2875
Q9VK34,2876
P30230,2877
P92949,2878
P0AG16,2879
A2A6M5,2880
Q7K3D8,2881
Q9NPF5,2881
Q9JI44,2881
Q92265,2882
P35613,2883
P18572,2883
P17790,2883
P32526,2884
Q02884,2885
O80434,2886
Q94A15,2887
Q16880,2888
Q64676,2888
Q09426,2888
Q9UIC8,2889
Q0PNE2,2890
Q9ES64,2891
Q9Y6N9,2891
Q88CC1,2892
O70255,2893
O60487,2893
O15467,2894
P13507,2895
Q2FZP6,2896
Q9EQR5,2897
Q9H400,2897
O74991,2898
Q8NBN3,2899
Q8BXN9,2899
Q5DTT2,2900
A5PKW4,2900
Q6P1I6,2900
P07445,2901
A0AVI4,2902
Q99731,2903
O70460,2903
Q05567,2904
Q0UY20,2905
O65375,2906
Q8N7B6,2907
Q8VD53,2908
Q5QJU3,2908
Q99595,2909
O60830,2909
Q9SP35,2909
Q08495,2910
Q08DM1,2910
Q9WV69,2910
Q12181,2911
Q8KLM3,2912
Q14644,2913
O96018,2914
P30628,2915
Q93050,2915
Q920R6,2915
Q9HBG4,2915
Q29466,2915
Q9Z1G4,2915
G5EGP4,2915
G5EEK9,2915
P77212,2916
A0A1L8HV70,2917
P43346,2917
P48769,2917
P27707,2917
Q6DD33,2917
Q5ZMF3,2917
Q5ZJM7,2917
Q16854,2917
Q9QX60,2917
P36980,2918
Q03591,2918
O16299,2919
O74866,2920
P22057,2921
O09114,2921
P41222,2921
Q9XS65,2921
Q9XSM0,2921
O97921,2921
Q15528,2922
Q920Q8,2923
Q9VEX5,2924
P41964,2925
P53899,2926
Q8GXR9,2927
Q9UBQ0,2928
Q9STT2,2928
Q9QZ88,2928
Q8NNK2,2929
P02763,2930
P19652,2930
P02764,2930
O34840,2931
A0A2N6JFX7,2932
Q9I9N6,2933
P02693,2934
P12104,2934
P04155,2935
P0A717,2936
P0A1V6,2936
P14193,2936
E3PY95,2937
Q9VBX2,2938
Q04119,2939
F1QN54,2940
Q9Y496,2940
P28741,2940
O15066,2940
Q61771,2940
O14782,2940
O55165,2940
Q9C0D3,2941
P50616,2942
Q61471,2942
Q2I0M5,2943
Q9FKM7,2944
Q7Z6B0,2945
F4ISV9,2946
Q0WS06,2946
B3H754,2946
Q8N2G4,2947
P62955,2948
Q8VHW8,2948
P39006,2949
A4ZDL6,2950
Q3E7X9,2951
P62858,2951
P0C0X0,2951
P32799,2952
Q9USU5,2953
Q03380,2954
Q9Z0K7,2955
G5EGL9,2956
Q76K27,2957
Q96JF0,2957
O14763,2958
O00220,2958
E0VIU9,2959
Q7KTX7,2959
G2TRN4,2960
O35393,2961
Q15768,2961
Q08975,2962
Q08224,2962
P9WKE1,2963
Q149C2,2964
Q6PGZ3,2964
Q5XIN3,2964
Q9C6B9,2965
Q9FR44,2965
Q3TL44,2966
Q86UT6,2966
Q9Z325,2967
O94777,2967
Q8BUK6,2968
Q86VS8,2968
Q9UJC3,2968
Q8BIL5,2968
Q94EH2,2969
Q15027,2970
Q6ZQK5,2970
Q15057,2970
P20109,2971
P42203,2971
P35225,2971
Q9S3U6,2972
P33015,2973
Q8JZS0,2974
O14910,2974
O88951,2974
Q9Z250,2974
Q9HAP6,2974
O88952,2974
Q9D244,2975
P08904,2975
Q93091,2975
P81649,2975
Q9H1E1,2975
P32602,2976
Q8CA95,2977
Q9QYJ6,2977
P22643,2978
P05425,2979
Q9UBW5,2980
P0ABK7,2981
L0E4H0,2982
P38932,2983
Q9SIS4,2984
Q96DR4,2985
P9WHF1,2986
Q6NLQ7,2986
P47924,2986
Q9D9V2,2987
Q54MH8,2988
O23404,2989
P22983,2989
Q42736,2989
P22221,2989
Q6AVA8,2989
P11155,2989
P08176,2990
P16311,2990
A0QWT2,2991
P9WNZ1,2991
B3H4Y2,2992
P50605,2993
P14180,2994
P53704,2995
Q06210,2995
P82808,2995
O94808,2995
P47856,2995
P14742,2995
P0AEY5,2996
Q9LIB2,2997
Q6QNI4,2998
P47879,2999
P21744,2999
P22692,2999
Q90935,3000
Q99574,3000
Q8NML3,3001
Q8NNZ9,3002
Q7ZAK0,3002
Q8NP53,3003
Q8FPC1,3003
P9WNA2,3003
O05560,3003
Q8NRR3,3004
Q8FQS2,3004
Q6NI56,3004
Q8NTD8,3005
P9WMI1,3005
Q8P7A6,3006
Q8PN26,3007
Q8PBH3,3007
O51777,3007
O83527,3007
P13567,3007
O26543,3007
O31151,3007
P0C0Z2,3007
Q8G0I9,3007
Q8YHC4,3007
Q98M36,3007
P0CZ40,3007
P63384,3007
P72481,3007
Q5XA89,3007
Q8NZJ2,3007
Q99Y84,3007
Q7MHB5,3007
Q7VLW2,3007
Q87LA0,3007
Q8DCJ3,3007
Q9KUW5,3007
Q88YI7,3007
Q89L46,3007
P56899,3007
Q8UF86,3007
Q8ENJ6,3007
O34863,3007
P63382,3007
Q5HHQ9,3007
Q5HQW9,3007
Q6GIN2,3007
Q71WU0,3007
Q8CPY9,3007
Q8Y4F6,3007
Q928A5,3007
Q9CEL9,3007
Q9K6Y0,3007
3UX8A,3007
Q8ZJ07,3007
P0A698,3007
B7UPM7,3007
P0A195,3007
P44410,3007
P57979,3007
Q88QK7,3007
Q8FB02,3007
Q9HWG0,3007
Q97LQ1,3007
Q9PAR9,3007
Q87BK9,3007
Q9WYV0,3007
Q46577,3007
O66911,3007
P73412,3007
Q4UJW4,3007
Q1RK71,3007
Q68Y12,3007
Q92G31,3007
Q9ZCC3,3007
Q50968,3007
Q9JUS4,3007
Q9JZP1,3007
Q56242,3007
Q829X3,3007
Q9Z507,3007
Q890X9,3007
Q8XNI5,3007
3ZQJA,3007
P9WQK7,3007
Q9CC24,3007
Q8PV16,3008
P0CG28,3008
Q8PW88,3009
Q8PXY1,3010
Q8PYH6,3011
Q8TIW3,3011
Q8RC42,3012
B0K3S1,3012
B0KBN6,3012
Q180F3,3012
A3DE88,3012
A5CZ68,3012
A4J703,3012
B0TDL0,3012
Q24QL5,3012
B8FP44,3012
Q3AD38,3012
B2A5W5,3012
B8D122,3012
B5Y6V5,3012
B9MK54,3012
A4XK85,3012
Q1AZ75,3012
Q2RGY0,3012
Q8RE44,3013
Q8REB0,3014
Q8RGW9,3015
Q8RHK0,3016
Q8RI94,3017
Q8RIK8,3018
Q8RWJ7,3019
Q8RY99,3020
Q8RYD3,3021
Q9FNI3,3021
Q8S3Q9,3022
C5D9Y4,3023
A4ITW8,3023
A0AMC3,3023
B8DD20,3023
C1L0C8,3023
Q8Y3P1,3023
Q926W4,3023
B1HPM0,3023
P37524,3023
A7ZAV8,3023
A8FJF7,3023
Q65CN4,3023
Q9K5M9,3023
Q5WAG6,3023
Q8EKU5,3023
A0RLQ9,3023
A7GVP4,3023
A9VTL7,3023
B7HGE1,3023
B7HZG7,3023
C1ER74,3023
Q5KU60,3023
Q630C1,3023
Q72WU6,3023
C5DGQ7,3024
C5DKJ7,3025
C5DUX2,3026
C5DX31,3027
C5DZ92,3028
C5E2K7,3029
P38140,3029
A6ZLH8,3029
B3LMS3,3029
C7GMR4,3029
Q6FML7,3029
Q754V2,3029
C5E1J9,3029
C5FM61,3030
E4V2N6,3030
D4AWG9,3030
D4CZZ6,3030
F2T0M4,3030
F2PWS9,3030
C5PHH6,3031
C4JFE4,3031
C1GR85,3031
C1G966,3031
Q5AW62,3031
A2QFG8,3031
B0XVV1,3031
Q4WHD1,3031
A1C602,3031
A1DG01,3031
B6HSQ3,3031
B6Q3B6,3031
B8LT44,3031
C0NCM1,3031
A6R213,3031
C5FP02,3031
C5JT39,3031
C5GF27,3031
D4D2Y6,3031
D4AL61,3031
E4UP58,3031
Q0CHR0,3031
Q2UMM2,3031
C6BQP8,3032
C6BU59,3033
C4XQ09,3033
A0LIN8,3033
C6BXI4,3034
B8DQU5,3034
C6C065,3035
C6W9U8,3036
C7EMF5,3037
Q5JT82,3037
C7YM38,3038
C7YTF5,3039
Q4JJB1,3039
B2B4S6,3039
Q871Z4,3039
A4R2S1,3039
C9S8A7,3039
A6S6V7,3039
D1ZHN6,3039
A1C7Y5,3039
A1DIL2,3039
A2R692,3039
A6R853,3039
A7F1L5,3039
B0XV83,3039
B2WIX9,3039
B6HIM5,3039
B6Q2W9,3039
B8MQZ4,3039
B8NQ08,3039
C0NWE3,3039
C0S4M2,3039
C1FZ35,3039
C1H765,3039
C4JUN6,3039
C5G6H8,3039
C5PDS9,3039
C6HBW5,3039
C8VCM2,3039
Q0CVK8,3039
Q0UBT2,3039
Q2UAX9,3039
Q4WZL3,3039
C5FMD4,3039
O25549,3040
B2UU34,3040
B5Z7P2,3040
Q17WH6,3040
Q1CSZ2,3040
Q9ZKW9,3040
O26541,3041
O26703,3042
O26979,3043
O27397,3044
O27728,3045
O27844,3046
O28184,3047
O28548,3048
O29033,3049
O27369,3049
Q9P9I8,3049
Q58548,3049
Q56254,3049
O29501,3050
O29753,3051
O29912,3052
O30236,3053
D3E288,3053
O27156,3053
O58938,3053
Q57823,3053
Q5JGA9,3053
O31073,3054
O31178,3055
O31249,3056
O31417,3057
O31443,3058
O31449,3059
O31456,3060
O31472,3061
O31480,3062
O31490,3063
O31497,3064
O31509,3065
P67181,3065
Q65MM5,3065
Q813Z5,3065
Q8CTK9,3065
A7GL12,3065
A7Z282,3065
A8FB12,3065
B1YHH3,3065
B7HU74,3065
B7IWR8,3065
B7JP75,3065
B9DK71,3065
B9J3R0,3065
C0Z8Y8,3065
C4L1E1,3065
Q49VL1,3065
Q4L491,3065
Q5WGL4,3065
Q6HNR9,3065
Q723U1,3065
Q830C3,3065
Q8Y9Z8,3065
Q92ES0,3065
Q9K7V0,3065
Q5M1N8,3065
P0A8A2,3065
Q57GA1,3065
Q8X8V5,3065
Q8Z0Y7,3065
Q8ZK08,3065
Q9CIX4,3065
A2RGC8,3065
A2RHW1,3065
A3CLH4,3065
A4VTD0,3065
A4VZK6,3065
A8AVG0,3065
B1I8C4,3065
B2IM11,3065
B4U4U3,3065
B5XJU2,3065
B9DTN4,3065
P67184,3065
Q032L7,3065
Q03ML4,3065
Q1J8E7,3065
Q3Z0K8,3065
Q5M679,3065
Q5XDT1,3065
Q83KK3,3065
Q8DSJ4,3065
O31517,3066
O31560,3067
O31564,3068
O31592,3069
O31672,3070
O31690,3071
O31713,3072
O31761,3073
O31771,3074
O31865,3075
O31936,3076
O31971,3077
O31990,3078
O32006,3079
O32067,3080
O32071,3081
O32138,3082
O32152,3083
O32181,3084
O32186,3085
O32228,3086
O32235,3087
O32238,3088
O32255,3089
O33011,3090
P9WL20,3090
P9WL21,3090
O33060,3091
P9WMF1,3091
O33453,3092
O33813,3093
O34381,3094
O34419,3095
O34464,3096
O34528,3097
O34574,3098
O34619,3099
P42105,3099
O34643,3100
O34647,3101
O34692,3102
O34701,3103
O34712,3104
O34827,3105
O34829,3106
O34901,3107
O34920,3108
O34949,3109
P25582,3110
Q15052,3111
Q9ES28,3111
Q14155,3111
O55043,3111
A0QYE8,3112
Q5XI22,3113
Q9BWD1,3113
P45359,3113
P14611,3113
Q42523,3114
Q07657,3115
P20941,3116
P81287,3117
P08758,3117
P14668,3117
P17153,3117
P27214,3117
O35639,3117
P09525,3117
P13214,3117
P12429,3117
P97384,3117
P14669,3117
Q97R46,3118
Q6F6B5,3119
B0R8E4,3120
Q9NWX5,3121
Q9VZJ9,3122
Q9Y2G8,3123
Q42963,3124
Q12094,3125
P17108,3126
P04351,3126
Q8MKF1,3127
Q8JZL3,3127
Q9BU02,3127
Q8NBJ7,3128
Q6IQ20,3129
Q5RCU3,3129
Q8BH82,3129
Q769K2,3129
Q9LVD6,3130
Q9XI73,3131
J9VHN6,3132
Q9LSC4,3133
A0A1L8FDW4,3134
Q2M2R8,3134
Q1RMV0,3134
O70525,3134
P50542,3134
O09012,3134
Q920N5,3134
P51691,3135
