identifier,cluster
Q5NR77,5762
Q2RVF8,5762
Q5LUI2,5762
A1B3A6,5762
Q1GFE0,5762
Q168H2,5762
Q28LW5,5762
C0QT62,5762
B2V8P8,5762
Q9WYT7,5762
A5IJV5,5762
A6LLP5,5762
A7HM20,5762
A8F5Z3,5762
B1L927,5762
B5YFL4,5762
B7IHX7,5762
B8E2P4,5762
C5CGU7,5762
Q8RAR7,5762
B0K0L3,5762
Q8RIE0,5762
B2A5L8,5762
B3EMM7,5762
C0QGP3,5762
Q1GYR5,5762
A9ITM2,5762
Q478D8,5762
Q39XN9,5762
P62036,5762
A4J533,5762
A5D3F8,5762
B8CXG6,5762
B8FQV9,5762
A5V1E4,5762
A9WIH5,5762
A7NH92,5762
B8G4I7,5762
A1BDW8,5762
Q3AU82,5762
A4SG34,5762
B3EG35,5762
B3QTP5,5762
B4S5F5,5762
B4SDW5,5762
Q3B2D4,5762
A9B4U5,5762
A9BHC2,5762
B5Y8Y9,5762
B0S1S1,5762
B8I4L5,5762
B0U2D9,5762
B0RPY2,5762
B2FRN8,5762
B2I4S7,5762
B2STK4,5762
B4ST36,5762
Q2P579,5762
Q3BQF0,5762
Q8PHU8,5762
Q9PC75,5762
B1H0B3,5762
C1F121,5762
B3E045,5762
B3ES20,5762
B5YHS2,5762
B2KDV7,5762
C4K4U6,5762
Q51423,5762
Q88NJ3,5762
Q8ZEU8,5762
A0Q6Q0,5762
A1JRK5,5762
A3M4T0,5762
A4IY88,5762
A6VA08,5762
A6VQA7,5762
A7NBV2,5762
A8GFJ0,5762
A9KF43,5762
B0TZD8,5762
B0VC84,5762
B1JLL3,5762
B2SH70,5762
B2VJ92,5762
B4ETP5,5762
B8GUJ7,5762
C5B9S9,5762
C6DFE9,5762
Q14IH1,5762
Q2NTJ1,5762
Q3JES6,5762
Q3K7V7,5762
Q48FC2,5762
Q4K7D6,5762
Q4ZWL4,5762
Q5QYV3,5762
Q609L3,5762
Q65UP3,5762
Q6D499,5762
Q6FAP5,5762
Q6LT52,5762
Q7N550,5762
Q87Y32,5762
Q8EEF0,5762
A9MND4,5762
P0A8A0,5762
P67175,5762
P67179,5762
Q322D6,5762
Q32H97,5762
Q57N98,5762
A4WBM1,5762
A6TB33,5762
A7MEB8,5762
A8AFH7,5762
A3N1F5,5762
A5UAH5,5762
B0BQ92,5762
B0UVY2,5762
B8F5G8,5762
Q0I244,5762
Q7VNF3,5762
Q9CM61,5762
A5EXG2,5762
A5IBD9,5762
Q5WX49,5762
Q5X5S1,5762
Q5ZW02,5762
A5WE72,5762
Q1QAP5,5762
Q4FT67,5762
C4LBN3,5762
A0KIF9,5762
A4SPN4,5762
Q1QWG1,5762
Q0VRK0,5762
Q5P3B7,5762
O67517,5762
B4U7S7,5762
Q189Y9,5762
Q1AWE6,5762
B5EJL6,5762
Q1D2J3,5762
Q2LRB1,5762
A8ZT17,5762
B5RQK7,5762
A1QYH8,5762
B2S1L3,5762
B5RLN2,5762
B8FL13,5762
Q1IPS4,5762
Q662Y7,5762
O51056,5762
Q0SPD9,5762
Q2RHT3,5762
A4XI43,5762
B9MQH7,5762
B0TF65,5762
Q67QQ4,5762
Q8KBW7,5762
B3QLZ4,5762
Q3ABX7,5762
Q3SGS9,5762
Q21WQ3,5762
Q7VWE9,5762
A0K968,5762
A1K2Y6,5762
A1KV56,5762
A1TS27,5762
A1V2G2,5762
A1W753,5762
A1WQN6,5762
A2SFG0,5762
A4G2N0,5762
A4JGH5,5762
A4SWH2,5762
A6SVD7,5762
A9AJK0,5762
B1YU49,5762
B2JE34,5762
B2T2A5,5762
B2U8Z2,5762
B3R3E4,5762
B4RMZ8,5762
C1DAZ0,5762
Q0AJA6,5762
Q0BD85,5762
Q0KD59,5762
Q12C45,5762
Q142L6,5762
Q1LQA5,5762
Q2KYW0,5762
Q2SZT0,5762
Q2Y5G2,5762
Q39EA1,5762
Q46YA0,5762
Q5F792,5762
Q7NTD5,5762
Q7W7T8,5762
Q82XP6,5762
Q8XXC5,5762
Q9JYC7,5762
Q6AJ43,5762
A0LGY9,5762
A5G9Y5,5762
A1ASF6,5762
B3E787,5762
B5EAH0,5762
B9LZC7,5762
C6E1T1,5762
Q3A233,5762
P62038,5762
B0S959,5762
Q04V34,5762
Q04YE4,5762
E1CHH8,5763
Q9H8Y1,5763
D2GZW6,5763
F4I8U3,5764
O05070,5765
P06023,5765
O05236,5766
O07001,5767
O07465,5768
O23659,5769
O27048,5770
A5UKD0,5770
O27383,5771
O28646,5771
O28481,5771
Q57720,5771
O27565,5772
O28051,5773
O28211,5774
O58787,5774
B6YWX7,5774
C5A636,5774
C6A1U6,5774
P56813,5774
Q5JGN3,5774
Q8U1W7,5774
O27652,5774
Q8TIN0,5774
Q12ZJ1,5774
Q46FA5,5774
Q8PYQ7,5774
A0B9G7,5774
A3CWZ8,5774
A7I9J0,5774
B8GEU2,5774
A2STJ1,5774
Q2FTJ7,5774
Q0W5G9,5774
Q58103,5774
A6VIE7,5774
A4G031,5774
A6URD8,5774
A6UVQ4,5774
A9A8D7,5774
Q6M0W1,5774
O28487,5775
O28724,5776
O28756,5777
O29774,5778
O30257,5779
Q58940,5779
O31500,5780
O31834,5781
O31904,5782
O31943,5783
P45902,5783
O32207,5784
O34449,5785
O34478,5786
O34549,5787
O34555,5788
O34558,5789
P24021,5790
Q10198,5791
Q9VYM3,5792
Q99N27,5793
O60749,5793
Q9CWK8,5793
Q9WV80,5793
Q13596,5793
P43593,5794
Q9LVI9,5795
P45510,5796
O13953,5797
Q12462,5798
Q9VB46,5799
Q53HC5,5800
Q9VLJ8,5801
A1A4L8,5801
A2BDX3,5801
C8YUV0,5802
Q2AC31,5802
Q7TMA4,5802
Q5NUL3,5802
Q8NEQ6,5803
P08466,5804
A0A0H2VG78,5805
P16444,5806
Q3SZM7,5806
P31428,5806
P22412,5806
P43477,5806
P31429,5806
P31430,5806
Q8C255,5806
Q5M872,5806
Q9H4A9,5806
P18898,5807
O55003,5808
Q12983,5808
Q9Z2F7,5808
O60238,5808
Q97VT7,5809
Q66K80,5810
A9X1D0,5811
Q91WC0,5811
Q86TU7,5811
Q5M7Z0,5812
P61076,5813
A0A0H2V871,5814
Q03471,5815
Q5P5I4,5816
P48739,5817
P53811,5817
P16446,5817
P53812,5817
Q9TR36,5817
P53810,5817
Q00169,5817
Q12024,5818
Q02795,5819
P22812,5820
P25646,5821
C0SP85,5822
Q96I15,5823
P0DJ26,5824
Q17695,5825
P34115,5826
P34116,5826
P0A4G2,5827
O23147,5828
Q8RY29,5828
P05117,5828
Q9SFB7,5828
P19957,5829
Q9UBE0,5830
P97813,5831
O14939,5831
P70498,5831
Q70EX6,5832
Q9CXB2,5832
Q3KNW5,5832
A6QP84,5832
D0VWR8,5833
Q8CM25,5833
P23643,5834
Q9ZV08,5835
Q9U8Q1,5836
P38274,5837
O18778,5838
O14832,5838
P57093,5838
Q8NFZ5,5839
Q99JG7,5839
Q8TCF1,5840
P33313,5841
P31572,5842
P0AC75,5843
Q9Y584,5844
Q9ZSY9,5845
Q9VUB4,5846
Q12248,5847
Q23023,5848
P47006,5849
Q9UNA0,5850
Q9R001,5850
O74653,5851
Q99PQ1,5852
Q9I1K1,5853
Q5FVC2,5854
Q60875,5854
Q865S3,5854
Q5FB93,5855
Q4U331,5855
Q8WV92,5856
Q92685,5857
Q9WUQ5,5858
O95715,5858
Q988D4,5859
Q9FJV0,5860
Q5QN75,5860
Q9S7U9,5860
A9SR33,5860
P32170,5861
Q21222,5862
Q86UT8,5863
Q01590,5864
Q02207,5865
O13563,5866
P32363,5867
P00738,5868
P00739,5868
Q8SPS7,5868
P06866,5868
Q61646,5868
Q16667,5869
Q8C6N3,5870
Q9BQS2,5870
Q9ZU46,5871
P0AAX8,5872
P39176,5872
Q9FUT3,5873
Q9M0G9,5873
Q9LVM1,5873
Q704E8,5873
O75027,5873
E7F6F7,5873
Q61102,5873
H2LNR5,5873
Q6L047,5874
P13203,5874
P16573,5875
Q925P2,5875
P31809,5875
P13688,5875
P31997,5875
P06731,5875
P50264,5876
Q07977,5877
Q92186,5877
Q64692,5877
O35696,5877
Q92187,5877
Q8RWH3,5878
Q9Y2T2,5879
Q9JKC8,5879
Q8R2R9,5879
P53677,5879
Q9GPF1,5879
Q8MP06,5880
M4GGR9,5881
H0YL14,5882
Q4ZJN1,5883
Q9UJ83,5884
Q9QXE0,5884
Q8CHM7,5884
Q96P44,5885
P05637,5886
P48679,5887
P02545,5887
Q3ZD69,5887
P48678,5887
P20700,5887
P70615,5887
P14733,5887
P21619,5887
Q03252,5887
Q6ZSS7,5888
Q941R4,5889
Q93Y37,5890
G0WXL9,5891
P90916,5892
Q09028,5892
Q24572,5892
O22467,5892
P52801,5893
O43921,5893
P97605,5893
O08543,5893
P79728,5893
P52803,5893
P97553,5893
Q3ZC64,5893
P20827,5893
O08545,5893
P52797,5893
Q9Z0X0,5894
Q63560,5895
Q7TSJ2,5895
Q9VJL6,5896
P38313,5897
P77671,5898
Q04401,5899
Q3EBM6,5900
Q9VAP2,5901
P11685,5902
Q9C888,5903
Q9SU30,5904
Q9QYI6,5905
Q9UBS3,5905
Q51372,5906
Q46871,5907
P19999,5908
P39039,5908
Q5U9S1,5908
P11226,5908
P41317,5908
P08661,5908
O43716,5909
P32912,5910
B6A8C7,5911
Q9Y615,5912
Q9QY84,5912
Q968Z6,5913
Q8N140,5914
Q9NXX6,5914
P9WG35,5915
Q6J9G0,5916
Q2YQA5,5917
A1B2F4,5918
Q6PJF5,5919
Q6PIX5,5919
Q80WQ6,5919
P0A870,5920
P15019,5920
P37837,5920
Q93092,5920
Q63767,5921
P56945,5921
Q61140,5921
P97525,5922
Q60846,5922
Q944K2,5923
P9WGK1,5924
P9WGK3,5924
O95399,5925
Q4KLV1,5926
Q7ZYQ3,5926
Q8BGS7,5926
Q66H21,5926
Q6AXM5,5926
Q28H54,5926
Q8C025,5926
Q5ZKD1,5926
Q9Y6K0,5926
Q8WUD6,5926
P0A9S1,5927
P23780,5928
P16278,5928
Q96DB2,5929
Q3LI66,5930
Q8N8B7,5931
P00536,5932
P00540,5932
P31005,5933
Q96AQ8,5934
Q9UT19,5935
P25665,5935
P82610,5935
B6ECN9,5936
C6KEM4,5936
Q56R04,5936
G5DDC2,5936
Q8VWZ1,5936
P17202,5936
Q93YB2,5936
Q9S795,5936
A0A0E3T552,5936
Q84LK3,5936
Q9STS1,5936
A0A0E3T3B5,5936
C0P9J6,5936
Q9P1W9,5937
Q62070,5937
Q86V86,5937
P11309,5937
P26794,5937
Q95LJ0,5937
P06803,5937
P58750,5937
O70444,5937
Q9N0P9,5937
O97572,5938
O76742,5938
P51149,5938
P09527,5938
P18067,5938
P36411,5938
Q95UJ0,5938
Q9HDY0,5938
P32939,5938
O04157,5938
Q9LS94,5938
O94655,5938
C8VQY7,5938
P24408,5938
Q9R0M6,5938
P51151,5938
Q99P75,5938
Q9NP90,5938
Q8VEA8,5938
Q96AH8,5938
Q13639,5939
Q62758,5939
P0AAD6,5940
P0AAD8,5940
Q52812,5941
Q9SNB6,5942
Q940T5,5942
P39277,5943
D4A2H2,5944
O54695,5944
O35704,5944
O15269,5944
P06199,5945
P30372,5945
P10980,5945
Q9ERZ4,5945
P08172,5945
P32211,5945
Q62151,5946
Q15109,5946
Q8N6T3,5947
Q62848,5947
Q9CY27,5948
Q64232,5948
Q9NZ01,5948
Q3ZCD7,5948
Q9VAJ3,5949
Q8ZL58,5950
Q703W7,5951
Q80ZV0,5952
Q5TBB1,5952
Q7TSV9,5953
A0A075F7E9,5954
P38211,5955
P9WNZ3,5956
P08877,5957
Q9Y397,5958
Q8IZN3,5958
Q5Y5T2,5958
Q9NUE0,5958
P53951,5959
P53853,5960
Q6P9H4,5961
P35510,5962
P24481,5962
P0DO55,5962
Q8VXG7,5962
Q6NAM1,5963
Q20052,5964
Q8N5C8,5965
Q571K4,5965
P25346,5966
Q9Y118,5967
Q54RR8,5968
P02766,5969
O55245,5969
P02767,5969
B7ZS96,5969
Q11176,5970
P30011,5971
P0A953,5972
P37647,5973
P70362,5974
Q9ES53,5974
Q92890,5974
Q9NYY1,5975
P25118,5976
P50555,5976
P22934,5976
Q9Z2J4,5977
Q9SG79,5978
Q9FF75,5978
Q7RX99,5979
A7F0W2,5979
Q52EB3,5979
J4W0G2,5979
I1RNG8,5979
Q4WPF2,5979
Q2UGZ7,5979
P38431,5980
Q9JLZ1,5981
Q9CQM9,5981
P06815,5982
Q20085,5983
Q9SXY0,5984
Q8W5R2,5985
Q8BM47,5986
Q67ZM7,5987
Q9SEU7,5988
P69741,5989
P34540,5990
Q9Y5I3,5991
Q9UN74,5991
Q9Y5H8,5991
Q9UN72,5991
Q9UN73,5991
O88689,5991
Q9Y5H5,5991
Q9Y5H9,5991
P9WPA9,5992
P36075,5993
O60269,5994
Q7LGA3,5995
Q76KB1,5995
Q8R3H7,5995
Q07011,5996
P20334,5996
P0AFA2,5997
Q9ZQ89,5998
Q93Z75,5998
O95813,5999
O55233,5999
P09402,6000
Q8K0P3,6001
P06781,6002
P06780,6002
Q10133,6002
P61589,6002
Q09914,6002
P61585,6002
P08134,6002
P24406,6002
P48148,6002
Q22038,6002
Q6DHM9,6002
P62745,6002
P0AD61,6003
Q02499,6003
P20718,6004
P10144,6004
P08884,6004
P08882,6004
P13366,6004
P08883,6004
P11033,6004
P08311,6004
P17977,6004
P28293,6004
P18291,6004
O42844,6005
O94547,6005
P21825,6006
O96000,6007
P34947,6008
P43250,6008
P70507,6008
P43249,6008
Q62833,6008
O70293,6008
P97711,6008
O70291,6008
Q8VEB1,6008
P32866,6008
Q8GXV7,6009
Q7L2H7,6010
Q6RSN5,6011
Q9CQY5,6012
Q13454,6012
Q791V5,6013
Q9Y6C9,6013
Q9Z0U4,6014
Q9UBS5,6014
Q9WV18,6014
Q13617,6015
Q8RWV3,6016
O81108,6017
Q37145,6017
Q84QK0,6018
Q9FEW9,6018
C5H429,6018
Q6Z965,6018
Q8LAH7,6018
Q8GYB8,6018
Q9XG54,6018
Q9FUP0,6018
Q58431,6019
Q03723,6020
Q64121,6021
P49683,6021
Q6VMN6,6021
Q9XTC6,6022
P39984,6023
Q6S5L8,6024
Q6S5L9,6024
Q5M824,6024
P98083,6024
P29353,6024
Q6P587,6025
Q8R0F8,6025
Q8CIZ9,6026
Q9WV87,6026
Q9Y5S8,6026
P52649,6026
Q61093,6026
P04839,6026
O46522,6026
Q9HBY0,6026
Q672J9,6026
E5KGE0,6027
Q8BK67,6028
P21872,6029
Q59A32,6029
Q64737,6029
P22102,6029
Q8NET5,6030
O24164,6031
Q8S9J1,6031
Q94IG7,6031
Q62867,6032
Q92820,6032
Q9Z0L8,6032
Q9MAX3,6033
P79953,6034
P46919,6035
Q9FE46,6036
Q3UQN2,6037
Q0JRZ9,6037
Q96A26,6038
P05704,6039
O48791,6040
P42455,6041
P9WQB3,6041
P0AAH0,6042
P13520,6043
P37794,6044
A9CK16,6045
A3MTK6,6046
Q8R4N0,6047
Q8N0X4,6047
Q3B7M3,6048
Q5VVX9,6049
F4K0E8,6050
Q8WVV5,6051
A4QPC6,6051
Q7KYR7,6051
Q8N9Q2,6052
Q00278,6053
Q12745,6054
Q8BGC4,6055
Q5ZWR1,6056
Q96DB9,6057
Q9C969,6058
M9MRI4,6059
P01297,6060
P08949,6060
Q9CR53,6060
Q9FYE1,6061
Q5AFA2,6062
P53301,6062
Q9YE01,6063
Q0V8S0,6064
Q9JJ50,6064
O14964,6064
Q99LI8,6064
Q93571,6065
P05626,6066
Q9SU78,6067
O22607,6067
P43123,6068
P08191,6069
Q6PAL1,6070
Q8NBI3,6070
Q640L3,6071
Q9ULG6,6071
A0A0H2ZFK2,6072
P46158,6073
E2RU81,6074
Q0P8I7,6075
Q94521,6076
Q9UHP6,6077
Q9NP99,6078
Q14500,6079
Q64273,6079
P52185,6079
P35561,6079
P52188,6079
P49656,6079
P52187,6079
F1NHE9,6079
O18839,6079
B7U540,6079
P63252,6079
P52190,6079
P52189,6079
P48050,6079
Q61743,6079
P70673,6079
Q14654,6079
Q9JHJ9,6079
Q63664,6079
P97794,6079
Q15842,6079
Q9NPI9,6079
P52191,6079
P48549,6079
P63250,6079
P48550,6079
P48051,6079
P48545,6079
P48548,6079
P48543,6079
P48544,6079
Q63511,6079
P48542,6079
Q8R2Y2,6080
Q9EPF2,6080
P43121,6080
Q8CID3,6081
Q96MK3,6081
P43307,6082
Q2FZE6,6083
C6KT68,6084
Q9AGA6,6085
Q03C44,6085
Q9VMU8,6086
Q9ZFV7,6087
P21183,6088
Q01344,6088
Q6ZI44,6089
Q940H6,6089
Q7XQP4,6089
P43292,6089
Q9C958,6089
Q39192,6089
Q39193,6089
Q9SMQ4,6089
Q75V57,6089
P0C5D6,6089
P43291,6089
Q9M9E9,6089
Q7Y0B9,6089
Q0D4J7,6089
Q5RI15,6090
Q8IN44,6091
Q8IFM8,6092
Q57763,6093
Q9NXR8,6094
Q8VEK6,6094
Q9VSL3,6095
Q91XE4,6096
Q96HD9,6096
Q5S3I3,6097
Q8WU58,6098
P59015,6099
Q9P253,6099
Q8R307,6099
Q6UXG8,6100
Q9NQE9,6101
Q17449,6102
Q6UW63,6103
Q9JHP7,6103
Q7Z4H8,6103
Q9LIQ9,6104
Q5ZR76,6105
G5EFN6,6106
Q9W589,6107
O77759,6108
Q7TQM4,6108
O75908,6108
O88908,6108
P35610,6108
O77760,6108
Q60457,6108
O77761,6108
Q61263,6108
Q9NX18,6109
Q15542,6110
Q8C092,6110
P0AFD4,6111
P0DJI9,6112
P0DJI8,6112
Q9W6G6,6113
Q9W7J1,6113
Q90607,6113
Q14563,6113
O08665,6113
Q9W686,6113
Q96AN5,6114
P30558,6115
Q00991,6115
P56488,6115
Q9LNN7,6116
Q9VA70,6117
A0A1S4F020,6118
Q21988,6119
O01739,6120
Q96IR7,6121
P38174,6122
H1UBK1,6122
P38062,6122
O08663,6122
Q97K92,6123
Q9KM24,6124
Q9WV71,6125
Q9Y574,6125
Q13470,6126
Q99ML2,6126
O88507,6127
Q08406,6127
Q9SH31,6128
Q94IP1,6129
Q04468,6129
P92994,6129
Q9H0X9,6130
Q9BZF1,6130
B9EJ86,6130
O52646,6131
Q54808,6131
Q55215,6131
P0A993,6132
P07327,6133
P00329,6133
P00326,6133
P28469,6133
P00325,6133
Q64563,6133
Q9QYY9,6133
Q64437,6133
P41682,6133
P40394,6133
P28332,6133
P23991,6133
Q3ZC42,6133
P06757,6133
O19053,6133
P11766,6133
P19854,6133
P12711,6133
P28474,6133
P06525,6133
Q17335,6133
P32771,6133
P46415,6133
P25437,6133
Q99MR8,6134
Q96RQ3,6134
O80722,6135
Q5MFV8,6135
Q10137,6136
P24280,6136
Q07337,6137
P10746,6138
A4Q9E5,6139
Q1ECV4,6139
Q9Y4R7,6139
B2GUB3,6139
Q8RY00,6140
Q8MIR4,6141
Q9DBL7,6141
Q13057,6141
P53846,6142
A6P6V9,6143
Q8GTB6,6143
Q93070,6144
G1UBC2,6145
P16661,6146
P30440,6147
P02918,6148
O49500,6149
Q9ZQF9,6149
Q99942,6150
O35445,6150
Q96GF1,6150
P31317,6151
P05150,6151
Q24317,6152
Q93WE4,6153
P30870,6154
P00876,6155
P00875,6155
O85040,6155
P22849,6155
P00880,6155
P06292,6155
P04717,6155
P25079,6155
P0C511,6155
P27064,6155
P27065,6155
P04992,6155
P11383,6155
P22859,6155
P00879,6155
P00877,6155
Q06817,6156
Q10179,6156
P38088,6156
Q62L02,6157
Q8Z9U1,6157
Q2P9J6,6157
Q5EU90,6157
Q8IDM6,6158
Q8N4Y2,6159
Q30W70,6160
P95748,6161
Q61152,6162
Q99952,6162
Q14166,6163
Q15012,6164
P21760,6165
P54244,6166
Q8TEB1,6167
P78539,6168
Q00582,6169
P56383,6170
P48201,6170
P07926,6170
P17605,6170
Q9CR84,6170
Q06055,6170
Q06646,6170
P32876,6170
P56384,6170
P05496,6170
P13035,6171
Q9NQG6,6172
Q8BGV8,6172
Q96TU3,6173
P49424,6174
P43322,6175
Q05199,6175
Q02297,6175
Q6DR98,6175
P41855,6176
P48974,6177
P47901,6177
Q9WU02,6177
P30560,6177
Q62463,6177
P37288,6177
P97926,6177
P30559,6177
P70536,6177
Q9BWQ6,6178
Q96HY7,6179
Q9BXD5,6180
P04166,6181
O43169,6181
P17194,6182
P13847,6182
P03145,6182
P30029,6182
P17195,6182
P0C684,6182
Q66405,6182
P0C0T5,6183
Q5H8A6,6184
P78953,6185
Q8VEC3,6186
Q5T601,6186
P9WJI5,6187
P00550,6188
Q92520,6189
P17618,6190
P56680,6191
Q9NUS5,6192
O55174,6193
O14863,6193
O35149,6193
O88319,6194
P20789,6194
P30989,6194
Q9FGN0,6195
A4D2B0,6196
Q6UXS9,6197
P70343,6197
Q9H0C5,6198
Q9BX70,6198
P0A9C0,6199
O88037,6200
Q7Z4T9,6201
O22822,6202
P77302,6203
P24338,6204
P31955,6204
P36626,6205
Q8TDW5,6206
Q9QUL3,6207
Q9NZK7,6207
P47711,6207
P14423,6207
P14555,6207
P06278,6208
P06279,6208
K9NBS6,6209
P25353,6210
Q9UVC3,6211
P23562,6212
P04919,6212
P02730,6212
P46935,6213
Q62940,6213
Q96PU5,6213
Q8CFI0,6213
P13799,6214
P45846,6215
Q9QZZ6,6215
P19427,6215
D4P095,6216
P29068,6217
P20849,6218
Q05722,6218
Q148R9,6219
Q8WUA4,6220
Q8H103,6221
Q9P2G9,6222
Q923S6,6223
P81265,6224
P01833,6224
P15083,6224
P42762,6225
O95868,6226
Q23985,6227
Q19404,6228
Q06131,6229
Q99P96,6230
Q9CQR4,6231
Q5R833,6231
Q9XWS0,6232
P69848,6233
Q9VQB7,6234
Q5NDL2,6234
P00712,6235
P00709,6235
Q9TSN6,6235
P00714,6235
P00713,6235
P29752,6235
Q1WM15,6236
Q1WM16,6236
Q42525,6236
Q2KNB9,6236
P93834,6236
Q2KNB7,6236
Q8LQ68,6236
Q5W676,6236
Q6Q8A5,6236
Q6Z398,6236
Q04053,6237
Q9Y5F7,6238
Q6A2H4,6239
P87320,6240
Q85646,6241
Q5XI64,6242
Q7SY73,6242
Q8R2Y0,6242
Q9BV23,6242
Q1LZ86,6242
Q6GLL2,6242
Q9I5I6,6243
Q96RI0,6244
O88634,6244
P0A8Q0,6245
Q13137,6246
P31995,6247
P12318,6247
P31994,6247
Q60513,6247
Q9XFH4,6248
Q9XFM0,6249
Q9XHV0,6250
Q7XQN1,6250
Q9XIC5,6251
A4FVP6,6251
Q9XIN0,6252
Q9XSK0,6253
O43186,6253
O54751,6253
Q8SQ03,6253
Q9XTB5,6254
Q9XUB3,6255
Q9XVS4,6256
Q9XVV3,6257
Q9XW17,6258
Q9XW26,6259
Q9XWN9,6260
Q9XYD3,6261
Q9XZ06,6262
Q9XZS8,6263
Q9Y0A7,6264
Q9Y237,6265
Q9CWW6,6265
A6QPY8,6265
B5KFL3,6265
Q503Y7,6265
Q6P4K8,6265
Q4I665,6265
Q4WJM6,6265
Q5B5W1,6265
Q7RYY4,6265
Q9Y2K1,6266
Q91VL9,6266
Q9Y2M0,6267
Q69ZT1,6267
Q9Y2P0,6268
Q6ZNH5,6268
Q3V080,6268
Q96ND8,6268
A3KN32,6268
Q8IZ26,6268
Q9Y2P7,6269
Q6P9A3,6269
Q5RBQ3,6269
Q9HCX3,6269
P52740,6269
Q9BWM5,6269
Q13398,6269
Q80YP6,6269
Q3SY52,6269
Q6P9A1,6269
Q9Y2W1,6270
Q569Z6,6270
Q5M7V8,6270
Q9Y2Y9,6271
Q9JJZ6,6271
Q9Y3M9,6272
Q9Y467,6273
Q9QX96,6273
Q9Y483,6274
Q02395,6274
Q9Y4R8,6275
Q9DC40,6275
Q9Y4X4,6276
O35738,6276
Q9Y4Z2,6277
P70661,6277
Q92886,6277
P70595,6277
P70660,6277
Q9Y5A6,6278
A1YEV9,6278
A2T712,6278
Q07231,6278
Q9Y5J3,6279
Q9WV93,6279
Q9TSZ2,6279
Q2KIN4,6279
Q66KK8,6279
Q8AXV6,6279
Q9I8A3,6279
Q9QUS4,6279
Q9I9L0,6279
Q9UBP5,6279
Q9Y5K1,6280
Q9WTK8,6280
Q9Y5Q8,6281
Q8R2T8,6281
Q9Y5R4,6282
Q9Y5R5,6283
Q8BG36,6283
Q9Y603,6284
Q9Y620,6285
Q6PFE3,6285
Q9DG67,6285
Q9Y692,6286
Q9JL60,6286
Q9QUZ8,6286
Q2HJ87,6286
Q9Y6I4,6287
Q91W36,6287
Q9Y6K1,6288
O88508,6288
Q1LZ53,6288
Q4W5Z4,6288
P0DOY1,6288
O88509,6288
Q9UBC3,6288
Q9Y6X3,6289
Q9D2X5,6289
Q9VFC0,6289
Q9Y6X8,6290
Q80VX4,6290
Q8C0C0,6290
Q5R7F2,6290
Q9Y7R3,6291
Q9Y7U4,6292
Q9Y802,6293
Q9Y804,6294
Q9YGW7,6295
Q9Z0R0,6296
Q2KIP2,6296
Q9Z0X1,6297
O95831,6297
Q9JM53,6297
Q9VQ79,6297
B5FAQ3,6298
A7MTC2,6298
B6EGC9,6298
B7VJN4,6298
Q5E7E2,6298
Q6LUG2,6298
Q7MNK8,6298
Q87S71,6298
Q9KU28,6298
B5XMC5,6299
P0CZ69,6299
Q3C167,6299
Q8GND0,6299
B5YF86,6300
B5YFZ8,6301
B5YGT9,6302
B5YH61,6303
B5YIZ6,6304
B5YJ35,6305
B5YJS2,6306
B5YJY3,6307
B5YKF0,6308
Q8NDN9,6309
Q86UX2,6310
P32472,6311
P26885,6311
Q9PT60,6312
Q62796,6312
Q15311,6312
Q62172,6312
P34935,6313
G5ED35,6314
A3KPP3,6315
Q9Y7J6,6316
Q9H8P0,6317
Q5RJM1,6317
Q94KD3,6318
P17712,6319
P35557,6319
P52792,6319
P17405,6320
Q0VD19,6320
Q04519,6320
P17490,6321
P07994,6321
Q04997,6321
P05111,6321
Q9HXJ2,6322
Q09296,6323
P35482,6324
B3H5K9,6325
O14657,6326
Q9ER41,6326
Q9ER39,6326
Q9ERA9,6326
O14656,6326
Q60HG2,6326
Q8W4P9,6327
Q91609,6328
Q91620,6328
Q91619,6328
Q1ERP8,6329
Q5T655,6330
B2RW38,6330
P08839,6331
P58687,6332
P24670,6332
P05194,6332
Q186A6,6332
Q9LRC8,6333
P63228,6334
Q9UEF7,6335
Q9Z2Y9,6335
O35082,6335
Q80YW5,6336
Q8WXK4,6337
Q9C086,6338
Q99PT3,6338
Q03563,6339
P55931,6340
Q921G7,6340
Q16134,6340
Q6UPE1,6340
O22854,6340
P36553,6341
P37702,6342
Q9C5C2,6342
Q5XTS1,6343
D3ZRC4,6343
Q9NP80,6343
Q8K1N1,6343
P04768,6344
P04095,6344
P32277,6345
Q8C9X6,6346
Q9H2F5,6346
P34077,6347
Q09LX1,6348
Q8GI14,6349
Q94AH1,6350
Q8I7T3,6351
Q5U315,6352
Q6PIY7,6352
Q91YI6,6352
Q6DFA8,6352
P08683,6353
P20814,6353
P33260,6353
P10632,6353
Q91X77,6353
Q9D816,6353
P24903,6353
P56656,6353
P33267,6353
Q6XVG2,6353
O35293,6353
P11712,6353
Q64458,6353
P56655,6353
P33261,6353
P56657,6353
P56654,6353
O18963,6353
P33266,6353
P51581,6353
P05181,6353
P08682,6353
P79383,6353
Q6GUQ4,6353
Q9MZY0,6353
P05182,6353
Q05421,6353
E9Q5K4,6353
P60664,6354
Q95XR4,6355
E9Q5G7,6356
Q8VHB5,6357
Q16790,6357
B1WC68,6358
Q0VCB2,6358
Q8VH37,6358
Q9BY41,6358
P29034,6359
P05942,6359
P08692,6360
Q1EHT7,6361
O22243,6361
Q1G9A3,6362
Q049F3,6362
A8YWE6,6362
